bit_length,total_bits,random_multiplier,rhs_projection_ell
96,231,78241907318844305944218550165,23914112383451795191599995421111486989428670664029214148142048402110809829257
97,232,124155854739765251394161361378,101444129764916482782636599610078768237209163870031741765631553865610996813110
93,228,7791227770164204494806558906,92868191966633787038486610746695704231990122004452670213879869849445621535614
94,229,13041478945733303585575533577,48305587556271686423754214255480140083980006518395410965462241978093327949255
95,230,36338179554095699152094855741,62951255450826036645210036000439731436026319803844360692488552804750596683239
96,231,77917060617606744401203727789,64849332981452485034875359034978452220971061145379468808940709339661525193209
97,232,154984942119925057323063819542,28315791650805428712513729561161896149539156166100267832491242239130623130369
93,228,7808838057918575419909236723,73443975419501064719060911683397160213257736075668568123344360565802801435191
94,229,11844844097080443880528990793,103612592467210911881438974884683154079235248863131678539221333541214630437108
95,230,30906270819621601428194543291,28563842947549048046016455685423029661563717079949897834865074381407108331444
96,231,49499582287252985258655769045,82576449564505017018605825480719127273582753399507865487036396721333813016057
97,232,95297193272982034397242247464,10229919812821790919469203536889409627175264990859437602525675971900218066862
93,228,5377473349669283506769949329,3434940471303561961686949252969516916788475599805767893242321119308599238457
94,229,12583181184881402361067834215,62967948320969488019167909271177830210417966712842321305341849163507818678915
95,230,27027158312450925274050399357,84506220248093223219677504411428580333320087400924256157878923415802435226325
96,231,77426565206775989626423989074,82520575395869630112334901224964044454368454319170457321677442505641275649662
97,232,137419556216307218749505461879,51169310210652802705105192320614407866140361903765511073430789781454241783804
93,228,8320854169487357906826398913,76309503373754715939086254323837224266359823011881891558737346428008287221462
94,229,16012767958713539963469285346,66496606033952388483209938843352496577423829474792310370827636551982156030663
95,230,37604484069022737852245544696,105163766650909053892272557205388831951309280502356593888449575830602989675838
96,231,43962542063826036174401121035,10014188090136104190630282435125688958146740087451183154520504136761500276074
97,232,119706047923378630894519677625,49791352849452097738583570927695859921270350430708459337329637416201466106052
93,228,9340229569889551182641928102,26055902555864719550992372332094530148707746643968182810374799555918332138298
94,229,15623641367229741715161237677,78928077530968161562764486017863673042152252030925323931828187627484866805016
95,230,23528429164115032342690396815,80981921454466998916466168451946634220226833876424737310725235902273747573833
96,231,53986282796058582889140837162,93095045030494742210361435360268150564060234305210741543057993057191720097141
97,232,152752442004302747690683174271,54221729371427708759576959784946747086755986993836961220814275968140554510344
93,228,6454998842977963513428819520,25399022491508253862057934153277872993062719931926358345845963482924474492735
94,229,10618274535224844706901246152,2523059514699430773098369755052556142159231791867080526495471925258809461711
95,230,28058936465945368894677562088,27417334863063489197759955768289001325875035826542620163237720113576168914564
96,231,50457515556698998614030846033,42648824370410034200910804680326707774670787767950953513543473494149908666931
97,232,108704340703071524782163818859,97180549744989305723496254589097306361109310089666032630735258025672804328160
93,228,5646502494628005205122925850,63398229017190345556298759160804155070233693063201277617630709422660299275762
94,229,15884538297932731266819917993,19220313832993871543334163561938656284853377666828503835988743851828326041868
95,230,30706594304979085385577091141,44123252180098872239389612405691126914410715315092016917804938515091099332800
96,231,53519147335148303713164871967,57460876096073950123783711241569542914162537275065702555226166754128800484352
97,232,133524623653873604745147583334,56568475108853124269507069054146736533444133713040272861177810239714687686624
93,228,6439482796300038003804627979,39613548233683140587801447065092811234623493047691102683792769612894652785687
94,229,10352835312864835742049179144,48854988743510477550030917647053109962102024606785638929427326098311539869986
95,230,29772161186429563127987762415,106715096774096977302645692994540455531970170113593441116996631274666080049505
96,231,65833060794026865432178424695,87901931465308756875019596459511621660084022504667422060375943501446614440841
97,232,145549473880966094784240869514,28527088496627072092433171674726361306920078897562115238598123272713200039795
93,228,9489684644732893560214096548,27736808377228960119899746138780685663140091339558588626716465559950804976438
94,229,13850431184090257028640814752,92145739628858412755919583450926164469239973032216935601439778560800475438997
95,230,23333773389645653925190855519,55851252477693850434715300263289137972951284070518468737375822781543588309165
96,231,76910697274649406285573054992,13524650714895727285333326559361047038511819469086253466042127316376744383320
97,232,105197771249273936560046272685,77803060909153353745502339811381431531628476730633844035241451908734459768174
93,228,7667004633660989359256725732,72903961528272915448621077368904657606314640860696858257145955752456744686345
94,229,10629180310459425869897287358,43734958176034988674338896115117910512231717486532778550327848010958562485386
95,230,24364481097208685888451852337,55288396655774397407704691676658539123636100504993034363178616651497114506390
96,231,65763265753040115244830883741,96420673339138632853235466498037834316584078526977410842201420531590939164413
97,232,94380415322276329313302921398,24146143934737885004536615711892014041768233241120812332481444005628861913305
93,228,6505421159571956915549385118,91685914793195485960856657480723915228474325100048361532434990341735404760970
94,229,13397427809494626222187533392,70879161320079013609695134163350504012252225745419756664200021934708156880008
95,230,32529334474784654682894338794,27476781543662718785689324097689693591102534010534487614733963567502490303156
96,231,69333654046675667388059556814,1905791428463477266311764466909340168122620083243067780506655777434957927736
97,232,118331064449309916018362018615,12655807675951593724147996307391271398361490213438275933147489357590416913070
93,228,6109761059289609430864414074,65689793155584091699512525761062055772275353219656603350022915206250618665326
94,229,18884314503206062351736921288,45102674503599684064619145135356358231267674793198943552056051818298817576657
95,230,39379731304117770853944397556,64877724867955132617859657385028469016095324415695465558901871403828651205289
96,231,40958710867005627624952594628,36415813804580524176383618921153268472989648046214428892418144417859142259472
97,232,134236109722018039915975706404,18640345731789995394052165403513831800389178376998973672408783586165315370331
93,228,7720632495548660709379382090,47468416530767021737376581120947711077804927028508187472435927467171321494813
94,229,13286631038818894792277079342,20398746802709295433053379133299208220564334117289364590469008493815789888408
95,230,24902988197941227323568399463,20698054968244096089696575263789744253686851111752628889845655083196898773331
96,231,55002297923519785396692538369,57511658081268991759524756512776137797856740901412151356152406555290769959889
97,232,116030607132757473517494617253,48091403384349135551385092457244624381900467639960008294888926489731032906448
93,228,7573131025974333568927628381,8005250016770735762089534192899023522119065339123635604642327071350489075072
94,229,17869355468815624479498530785,75558666785520134781668303610665942806991837528953130926354113366556056078518
95,230,20867861311790463017509166585,115414482809700018223109768548336699615992614440049749187072278481152261921599
96,231,55038420586685641394633738046,34232261113705789307201990251766770718978266371676196322832863424921700361991
97,232,121304805573803545953746159837,97807687904791961642633599025721764711689670216085783505103774659200753226644
93,228,5228001583851998872620186159,25137051503707130898328335605514946392263970518647658966519468494226820066171
94,229,10275653528681448117640051541,69557435701872718641676197191550832844651479360357224657636476189038102805627
95,230,32090675518673925566862564933,113252513177943078185236593442792172797540440438451760220659391360260677613940
96,231,56333966512780340821911234741,75744861082122131297177558254034684554541254409886874456229072144670071210555
97,232,131941216672952334534773199712,16533469656938404546370196691358088826476665180980075637338115894550382035002
93,228,8861471736091952900048460801,19356624228167051064956395375213422069941979564919113633640489225624272352395
94,229,14825842638052146353395481041,7698122992137918728545947529796271573129887926064146978560522957089334262600
95,230,34939206407654951688844413545,17051309585230863108019594981458723044785801043058916899743502889940797831696
96,231,58580679571627339688402158321,104669438372325592542801731172922560724504156089026664961403676005533166030944
97,232,114383218704074112758208733436,101263810394141123418500200741647949828889322444295767598203005730883656740145
93,228,7121275817214591557873859798,87712349290667970322609326162483074860209869854048249374052189922667348825641
94,229,12188524427276116356529080095,47543669223489068675160415744685282072252991712539805270724927975235630117908
95,230,37695682465419730742921576358,55690543601054237831820290664556652716364944924084005882237929555061666495346
96,231,40412242996670590558476551210,50184614366944175845906736738326244415991364272723799746311987175133292295944
97,232,150381888193194230462082053689,41470242032999643071180275995601976580499671349793871452545359261890215003160
93,228,8445543693511634227193404664,90978616370244457830568277944650397787925585212668050187533658636230603359252
94,229,13179225431587155904671401476,112963339730676124548941499228220177574975115487417727185376306793894759421945
95,230,30537093538234753628241995809,32448744986853110198194219738364942997778996461993755123707844990548253427204
96,231,67100340898416940893885590311,11373515636174537764238812625994463961378146789189968407984417751431421537723
97,232,138940576771698311207454188102,24517808438154654653707475149064432759271880098522114990176922949544724839424
93,228,6480317489908060104328263822,62326706125289180122105601684804426514497751163449391084907223570519864734150
94,229,17672772275514237059252523160,91195262449452942277041833764911450884447172644369715170990444203377026239019
95,230,29256222988091628910323722912,2075518679810935736179558367953069190820674869141214861708009503536376492614
96,231,74300300373337097174133011086,111920395851094011742379379831937383609225201121282204726607902915251049443274
97,232,92726677511938699076748290423,7998838759719228683008719274721939901752853926576378445363904447149540783610
93,228,9830605910276728329145452463,62834217055810944764689760234441961165909678212330459691266052500394371249581
94,229,18566975726960951170242062891,43629821260683648371723643628726383535722455074763518870594796620338423991086
95,230,35077904963784212999300412090,75483585683418544656430535206205479344512828118474376102605788813016806804771
96,231,45279214861042751395013880536,26989719638717863494997161179751283788431368022289928451877406967931143968200
97,232,89533640633401269184387738582,2657299649788513112459484982698643804346562332059156205010142328490163367438
93,228,6180046092814392359252090534,5321198851273135009562326678372679215655193129234993174230566920414550751121
94,229,16132133001338891808509547032,51552622647741027444515601587790153791871615347560207963700585873747299668499
95,230,26935092418119294976350820862,35883499616495296811142428920609365196107723143780745678933213816047527074389
96,231,78703899527418249683872254055,68288632865262328468802650662184560813482198131547871492950124592023389742668
97,232,113128406109195679346897622831,93140061416745328020623365189035175184748626364525936835662060869919251284481
93,228,7257900434446511550376217593,110046620690162565901359432032987013904553398405015746058468073024345373435871
94,229,9966409690752310925632547875,29304414873269473109749483753110349830906532832798664909659500362536713192549
95,230,21253104390339159853816887947,61439974790320617733280160535005542784226328193645425326780097012964587993091
96,231,52587252064963894649980442154,73237055748937582747007249570476941254996034292270289581210397045165800781537
97,232,132632972564489311383657905376,47691364612803227893407907378525834144684055917389758427447759511457779952271
93,228,9658719848141923780387678488,43916498007476449044682009366544567933231171889830235818642962311028479113375
94,229,15504303622722621702066840676,60292432433157899864350030907184352636355654620313229998217907190418614833700
95,230,24920139687637424695503871152,59332492097604203301930825729729701622963432268635143712083982604755848658272
96,231,68459730320298259318461118592,94131301484203662239312772250300582025766050265349599389406362542073977241286
97,232,147050379469468781964157276779,79943153747220332510257921411091428121522516360501096192997646221706451833606
93,228,5522939032490749800233043075,101156628217400057879565846463366138434346560406608501897715779335018473806692
94,229,18988440632807409321610990820,1759666452434476666018128544948788211850293705215318677912018825515279051998
95,230,26129709794627179475082984307,69525339273904716188920038292697799177426508195276453840791732758227191060880
96,231,46048160906266911728063413192,7769548433139298415445010206347504869187016719406366005830803174151085479308
97,232,124532885819840273507608293048,25701604846302332189872653139061566769432499493598317383520815421168002250432
93,228,9471147048349528138415523879,54345032406067538775392419921480326940717551180407502036815417550413814078815
94,229,12255575214695739723438492147,22183451296863887118039760522419238062668309023798459106870356600485553575033
95,230,38503694743520768930385490857,61698504882760536477922396505821447896004329361152464548890381553280321077134
96,231,57001265264950483453536131912,73682699573012676584698417927890266075548190442817175290699130670489118582360
97,232,110912543424731731926807680994,59126848085380670045448010191203165540967310496206191228520913063504068652117
93,228,9088650606931589448351098239,20505306570929192333977709859954363179915281082652364430514613894887856584924
94,229,14058854097189906045929267917,113330696452917106625144966643807824270876019629694749835016510911643480956134
95,230,20333786537232881514217162911,1470792247568958885675739785482972169227542495003282312229049524969161108505
96,231,62049942605565355212094993471,48434286285318630317152252439765857062372283650475851469937784074775801657622
97,232,143976646663647507488073666612,68036010822310967189580536791458851646102101303601394847030550038812633675871
93,228,8263829995586324316327404605,107786704872619331806217203734987911262734087017929227816676311078761528191389
94,229,12118817401225023742404737044,34960665258868299501318748732663258371822205274003739153026709935037482400731
95,230,27588492002414957849397234437,105230105876699992048660286257223458973727671741335245327045458984081939406692
96,231,49052458234971177199911162857,74535486572365558861050803302667198322879582663641637504340187487653141914666
97,232,154591428734131455563232489097,78710248574701172125444280440117036024383438638954304504496331286582815243705
93,228,5924288575877331978858406150,46087102270603510039584135303851404636321011108074378933097161131159850777341
94,229,16220697044561126735705433190,27751073866931668126612312428464540055882189395207226525028838719917237721562
95,230,32409924301172626741125562579,74304815438598151130074335727847475076380104577393639253448592459280997763291
96,231,50144683634875276190030409927,69633190756351263591672779029461260436409046898687021183239443048904698369392
97,232,117343017843184921338808618018,21380324577631886098552298042458854708768115546406219655899512508730336660807
93,228,4972556738436910884208545442,36660883347526935799671091169327345858812989878060558885055423654474726567314
94,229,11135484468697867564966322646,18161487386084217531331502428927570116882329683652504661301393950624498244370
95,230,35028420804710084779772715691,22534795504397873274826501330853238466386928552516635874255217857618201502370
96,231,56181276506255062659174855435,14747744636906215494734109762490429653077578619904289930337454975662464635996
97,232,122513229949215976825671846580,53909991400118418457436516875029899556535662397141838532838721360153257455020
93,228,6467781635677925368556933611,100934277805361187879540258858512686077595510836623093462055919194594362198624
94,229,13144557901402904111676651339,105786210635202626355775595446574172067526516190614761993260293222143655223591
95,230,35072348486516588852202251440,50007152014582674359275518166819267298442293047187397540245305970581558629276
96,231,52624630539295840076406511634,6339978786207842422534483353051929165536938289050422398413309406513267632988
97,232,126557035907358742507279145162,107906231468330780745850928079163336145709229136347902232855777555582556947101
93,228,6997962032210151035148197262,82616142497065904341373938931137174562862638271262968699225452226842996350447
94,229,18937316064041269885665980688,107563424539914854181129849691369060677147924513081806199440756190337485605182
95,230,22788639149103543037677400004,33243674331319429700419358918955759345475785499010426660082959979224343055284
96,231,66600909914297967368763984867,24079570747581508970542998396168134527008318152458593228856655705112457891561
97,232,115718780298083256707812076699,89134833998986073151075335202218987109884532174197138992207544248300511306501
93,228,5422606639043821466496824008,69712488543146717906390741635170875129170212281893721266689437634522678617424
94,229,14298685510927192133708843307,18006889118675808167807547335480514644097333342259735979665921903366308911859
95,230,28502754274560464036221553376,11789113646277853578145770554408837916581302973540772928309124620751410457698
96,231,69820448909453849606382428417,88133341415526745315470783563736021803140796762896009734103897297141770558563
97,232,118503487511260717054334284379,17235916225536220464348443568652411149968909755386203035203047057340341287917
93,228,8049782368023638062231779231,1301198969402179366209763413532831681007537576089143923450182190732997267546
94,229,15709397289528858770662285257,12655590630550667406827612183222887562462355918485407816430849944788556978320
95,230,28671917200224813757271308283,91746802857108961504951034162542044118191578345842589272801584573980391415236
96,231,45374283755260343839632939926,103664712823005257079496296783143721709106835431171150483321475612229862517052
97,232,125399236897497665360421128739,108574027740627255608362881488448190605092731474227905930242824225772639911426
93,228,7662721560589195358009831138,88550830571314057813975626667857267702834401698562902103172933568655232578474
94,229,15669759797774453666575975548,97781762713021968058727852423478794161630280245859993638921622884550344933427
95,230,21563758680419154089568674023,86741078239122550614564871155933238884234103590367456580842877740244787099203
96,231,40388750592591112362972281922,18168773645513012435528612015970431743028634605317918029178406419952797679370
97,232,149313323873235168157906359647,41717906358303628185039107892241790375011320276535630199396721101928172213334
93,228,5702086188982673133160242271,30928169006731168334466545885765535083228509980902429544140849456030017228567
94,229,17465536437357123391259880348,80901315779095232649973916494948270936086599326782738705110774946894304009858
95,230,35620453372486500995227599446,12509493004016741922485281643326939206640675905740557238021706801638454139882
96,231,69597952158572366195942749204,50106588431532042304049881855461300816206406758581482651331546127955262898562
97,232,146140448515426878962542913414,32940909849283186386083676552783764682886590514427375585861597872435793733729
93,228,6559704546261428033409531645,111966817700650538963677590273068906297071707137946396210273864050412092151471
94,229,14813576197920489035689088095,60836566278010216525917224207895108930109540705108576954621986095115130886248
95,230,34262343385406698907091701302,5487657523905122329422066168384289384174716983841324214046646414149016959304
96,231,40208724918151513811446985120,112322700954206847853260472386453148178414321470774119350831150311870658459697
97,232,119051074641993079987151493902,59067103350466903377179339673459074853033049862081552276718319862559233122612
93,228,9138384638770888952611051338,59716812894580425418904480210955873384911281234086341756338681392334922812732
94,229,18161433572695239198022465180,99608202483279709777034546907502573224501561732781774880422571099354931790858
95,230,29180293991276783182754709124,33156470030907595695827858555589606483028286987720691021046468638127193098107
96,231,78072669662113801669493237955,27600533465304792685975294275952043762540691699614649737702516298554165353180
97,232,115905132600371179320436975999,24324498784686786345334486622951816917594493792363211081121348735523562871453
93,228,8022209651605830299707638970,54539948757217667163776273864848681781269583512259506629876705525103434693000
94,229,10990316631434434171066795297,109108136835766651216691735450588726005441979987988484318487690925644441663651
95,230,27467092087131114010660805548,73285130958442135152317877533203684960262465574663980786456997175352507543598
96,231,68555782197609569130906856345,89922530244854597759511348907254585872855561771316787505443484599769253365718
97,232,120098333610051981047466979580,112540520936469360902278827065561282114443882684802461464405459990487703187310
93,228,5184689715838923120572190122,113442300711647220184821428195790683016471337302218524457554271527309283462369
94,229,13736570485899620683407344717,29346863026010509556493402440103998593174922333242844093676996333525215486191
95,230,20318948989419663552312393864,2400324495359072031573186573058685518220506090074172252196356488925210233426
96,231,59270784246353565643517733392,83021842199601549420382789383453485681956306775624166179821076758298198047631
97,232,139656434295792578620825836610,14960646475536010625086924787178237510237731477173522386348652592351572852294
93,228,9083659045955982899612920945,103687232483477382693457284253244430596225509864576728491723577270014070065564
94,229,10294212966938943907172351204,34449146529187658094373297459933533666529908716460497219184491349541138309880
95,230,28313655652260945190044637415,104251736825251299163140424269573131202364849014257199317976445477161608443999
96,231,68620238923234748218606230080,9076362162620251763104568310672156618918187782553379475622136098580467933488
97,232,84157893426678979253626373701,59145727833209199077092467553499606830403378443352192752904802926025943383580
93,228,6543772681248572678714350047,112907132355077295975926176537024052177866410732500141450217573570297051366261
94,229,11264010564757139884117002749,93305036495466956900440054309861657386153626097969186013331728429968923116999
95,230,29393028782423555359286257593,48878947983683574856663311936293854835820034159335169098520891294547736806758
96,231,71875318512067179364994694027,38728340571888735381799179580974015564188151827303276032039593178767493564556
97,232,152803343016198400042223772269,72871769573872329119838443435421945316243789000105631904201943814151200064087
93,228,5583961287556369721800033357,53204517342689632331685225167457324275997583855573301704162620062479074718893
94,229,12549856183561235680935300245,86436591205586091737239786061909067259058395071590000103940251483226487932496
95,230,23478233979551809572462782028,30919356074695080039930363752766135887261031485407713600479830208084563372837
96,231,59039733786089386846514061662,15624714106231117882283858862294069735667414370938812825642760690163074868150
97,232,114929998270890493939141909798,100070645130457406835695347987465509538712135340853140039067803892808983263259
93,228,6779843889377713894921124655,21053257036566642818090177160331551292289976770443297460354987816441449385961
94,229,10099708613236061823076280442,59066821376892550600845379414175221925758283025327879882725509305508022572058
95,230,19813812282288629027139803065,3670733982750776444566557834411523045877570768755963217457794767510729402175
96,231,59746936330226679015563421638,86945960437210217129556212931280046323139902042881795557706788135037576452958
97,232,84889304918685037101178173193,28822391841063101674120689258157543882157522124989929650881206972792912206592
93,228,8358673163492176771801576191,61695852921482595292850694591828268870575696822964013874993046651955356697704
94,229,13446114839237104892666235476,56470238801063841995762091909883968955395389276115576132238833811121755454312
95,230,22017176654644652921351203166,48236331959165631148789269285342521084947502386529223698155928295976366804374
96,231,51169344668071976726363365800,64876544444763255505014725742626610376669282573121936098488562698117752320221
97,232,109602245549007104348561331965,82800711771629213198490214155938154017296311222208381941681978488696303433672
93,228,6032539575365477182386292647,61067801558452461915714796644144068910130540048767659380331406763612343739054
94,229,11371134580282882017789646807,40491665687515632605312501884059264729501912425068174774891637585323595375632
95,230,35165359286609904727377789142,43632683126888162121548551982033269945332516216522047896565908570169478553318
96,231,78776707276379769462477848564,50035787594152117812281052586810170745424631117131108097295723112345886776349
97,232,137961220694475684441274164312,89110508459619486173347381612164964689836601830786712284984505155975337048243
93,228,9745920924197078405579749167,48318908101694236162488755435245289527994078678284212741170110412354047333146
94,229,13952780296380957632764777165,3081033666328201926466457933358728068238042420789864374191767249815487073495
95,230,32434163996904455821049310545,61092126332914085092626426881650685379612027012299647167465887688324523324946
96,231,75981275821127735924222504742,17130947287842999230472615404442495894691468413894998210617749563991881162838
97,232,80979524521772699046356531742,28431980513247329358487338566852431904911530432716096530896178364621519363824
93,228,5192291344140511809605568877,52580907291850581551479554082678006656942085286050258169833366396942598952909
94,229,14868060393361541008224910102,40455680299479869635700868072465999027021479836855122760026998495020748817722
95,230,34351853325646885694964468163,86905600011276987113336696984006267291141881985633992878625827221181657140228
96,231,78628571272009510140672371070,485790819223117776936610565495026351166784830223934869872347557934965013221
97,232,112275675120738196954418007122,3495742991498686833990831849616202971500011079758643685193117796306735319306
93,228,7267763133001752320160016238,34874539100674182973203180014377503579916939510990968044657136845990076483361
94,229,14373454747038831219341525991,5322926847567789440514724413254874735263496074645934080716485111119166565431
95,230,36855670385579058316301647212,104318501217908794497234956148579400339515880066792466863240206215141707413029
96,231,52112624258907641374040323550,58376821514430412935067814526758730732590263572470590988785149332097610351164
97,232,147357979143683262939360313605,24961942011202360673342402442582786842162735795979822589664274436449251732866
93,228,8915829301725124096047156096,32216531612805266021556915970015945187925745652852109684048614065740985745528
94,229,15931828816545545934972213091,99934022431324726079864681751121102348579414818433704050060517336270111539476
95,230,30287272972493303939982528672,45947363238410589619948215981033036081188120982556190556974028761644589150475
96,231,74478551049650391839292030354,111321906523738732155605093969899839892085858165345698310331069613297224050277
97,232,147146892254271907277474024898,48663608027851619007275528438500821342242222017261172047049106760734306318332
93,228,6599406241641308464296431306,9510620827611095335014086259495022013496170467100087161916012989257369616723
94,229,10642607045360184986069201891,95251750334931850480115028370622574898488880548853454245804657885790052888764
95,230,33089409899459125405516118403,39020350843817119682734648154751544253145251915658265294742409059495329498931
96,231,39847868884805620500681599162,55708543932933967224043402164629505906272603242700024920154892112394211599587
97,232,145409071364826676438517288333,103642022612409866816827702300411174631607584764937566631529715207061179996617
93,228,8806775885117984882750054974,54625797184885845406201336461173297957580185247588574897855626976567344036406
94,229,14716708436745403500832210151,10168095760124367345783132776425743027255385011424465703828656013418091513431
95,230,28181262237452385199119184437,622861425800088128201470135386057970863867881165811380292897949863063247911
96,231,55689708868446734235258975068,18612448720835336666224805026657968331397971982311563736672066998429883287161
97,232,89299781745228739143067094664,23793119716166999463414814606192778005843992540842148387329467635656778874826
93,228,4989137928828205797048007551,37550188200175610224219850603547084437201826422256743846307955368554517098666
94,229,11504659078562186838386246978,71812192578060797764103053430473032656855000165931359327653448885543541319747
95,230,24460327465322005950108948058,96891566942601903354159226587390161480514073515120063781547211380511699403167
96,231,40640019607416429157627304888,26617544419961956184596850778898470009149453814952395467878350360790589838071
97,232,152871538799990872726803388273,91624716996943722461022897001515216378943868461232555760280665053241114222955
93,228,7641820765837180116923727533,56875926458861876562352849608548868105011528165977409471234170640982487320505
94,229,14914730787396976667076810450,88564685190942902936193790553844020204026879808930555324812599907668007769303
95,230,36400847612671582047617774988,43522186326746206551073600465087535407809135884495123463576489693645450949880
96,231,60294442924084972830446819829,19257736710692019618117311956663906339890977036862660335064321370602132941632
97,232,106631717244362527617646919696,38295514754144981675732971998195196338693731610384217990085341659333291835570
93,228,6873702085739602293106612877,8845272569748802242121429216046688251666145324069201285055204820919091343026
94,229,11489864358367531554027415863,33128888905726105428074191095845229908248375534630742358711371684069667786174
95,230,27394001136476564348944072508,29946587047433372958301465772151366633526579832259005859411324872228368336040
96,231,74120548705186599379914351826,49409683298200464488138271725650218938228069718500451140258355709379971935109
97,232,95076138818301180624994871817,63231849253709788747012949191855765032167483716778011608019583108682530746075
93,228,9883765545555122246198653456,30890311459744410572741785598147384928694876146340752281531635534812953461886
94,229,13914214320889329682881989109,10495322624433872801895199620092517218663299340439788262340635615689768091578
95,230,27396058245950176009154895237,112327621120619721879131231656826693133484243542465933471439059344793658853730
96,231,69257744409450035542867542380,4410417459507987690915582117429714378505834567226780872958601904469498274345
97,232,148267981713142452095613348012,65623333021464454613938500179911313613042438065263525218402947184302024044363
93,228,5312395789883778933947008150,52791179233242476952841401717845074057862957311767163503978842225951470306921
94,229,17134314940393724501376337256,104469754124674662984356784242730373079279242330403639055475948194096106800670
95,230,25459095620077100045061527917,45379142731127489030071351384475794034667297306224058938377799515122441537474
96,231,50959580007379981679710463735,3151741017675478708684157200905090810519061456597508633264977691455277239378
97,232,92078733550385055031030029611,71831264605140261504712209713923083960216120581787880042252662365658722700992
93,228,9299333685272622954124530474,60113975118522689768287501401576403050268735722091943855215264862406405845382
94,229,14165775942241249647964960396,29663038369212090489141943706015947619806286932171999361939870523079873794522
95,230,21835692389015127775005246678,43436611013011910374121602476685471755937987720925271093858377266613975658203
96,231,49497412392670336174459516737,21407598243903273705515880239690399854763830279970712716741929583012309188615
97,232,137734228021863315477321100997,24314634436809198876355801522317606439016417378710858525544386669202336507072
93,228,9885115301841455563794565415,68407307374526547385053990729668525017808084776223305921913765977854260590885
94,229,14277931339418797363703454645,54967862848740782164086644484147730080344960633967587625679764235191093703057
95,230,21033608030702775468389696967,106552918103516442500289839060469219518915972562195224730975592068793762091471
96,231,43033252366819835150178995170,104855138738649545240404433456970852884164350201763012259743411952699583892454
97,232,108251707844242263830930616412,107778874911403397252424342986545047831839474644199050414029604388510459212024
93,228,9619801307243680842334507872,30240310371145818939923320166992520336530733650196774535340211614321193188836
94,229,15247258396383745613676624639,97394087095392547820407607087159580571540530348401129205216736537022766581343
95,230,19961993427204696521383565882,62962741994738673397518111536722220908915726590827227478854907736158887923509
96,231,73524387221479476818487949273,19077242949540143839304944685030119643817880346724749324848867708004041457586
97,232,80431562412610096807794172558,102829121085354414524951622520709685815739541875777420381078396195827559125877
93,228,8418131273441340630731260960,94180775499673843306533034056929390824851422456393911597846004083680954374004
94,229,14700121923459676651539282080,85126555773067785251315104075980539508780168393018567115071094663888032595714
95,230,24914390990260934397149658551,29645612048287529353590903197018409276071732244287685157757393239763833005085
96,231,47407570243188585954818922606,70320557546920596920395363898508253587817815353323531697079573010552661263258
97,232,104673533446962886919736073542,90599007988313901942813742026183170204116013774200737702113105737012818472529
93,228,6042394088202881350802790194,3724749630692718562505316947638879180497236855487981388139083088955836068932
94,229,15240029427723781073477385575,82502857347204375208190740457087022800357924158695505468481356925469387707398
95,230,22505109785092530784225790700,100237336743956923033015187670095756772824929707849781277276971877329364735007
96,231,67191801454452301414477201937,87427972622879805684706788609550579874411558811303109832278046990313249117911
97,232,98329425128024450774059969348,59207059797771189505103928175099526752379086319591554103902401668079076197526
93,228,7833824872047056774118392227,12876635483363236392694680936966548139631894888047597337592956582752357160046
94,229,16225971640256021213971443645,76266347980532401362965334281677382026919498962897893523550863578646693956878
95,230,28074615469856588637325547148,17960774113247821798285335607689085888957368337676946158697188721719612253132
96,231,78002084559830894451567559894,61897657252014089090481071707591901901019468756191648179854583326908781964200
97,232,79332508988360083889100546693,75419782151563205501958181161553372079237526745184959581239328168622858571726
93,228,5112647634758291268799838413,52324824140309394421701913110737363705384382597622722199263498223878328911114
94,229,11051002811306363275502501737,26783674598955301791723916968821725035319298513574531273730004750484963668812
95,230,28715258425854051940507527477,23929602957647981626885919818879129099640700448920185583097287715473191468147
96,231,61144759781131276983244037426,25767309416467130951029175957159493830529636493690462651625863435453158400612
97,232,95637532020580968412136450408,31860042424628815233086083452569680798594851688075994023663575666733649311884
93,228,6588723518277409032981424064,36323617494843991682414237873061130156722025297293377748152415237487916390446
94,229,11095725598257489601518526323,27469776926471391493056920193858188369643945917463309866190738153563395386187
95,230,21491603919167970481820161639,29706305413906497399574144371748512030385806127060111199873865809494193025171
96,231,58666450763309653562118489459,35831913753284157613370618978984442296424683145091881828366551721646354794508
97,232,153848650698663831296039521608,104957106287694542505308075976683377336457434125254611053975545317575147837798
93,228,5867784451769677551242812687,29931294679322064336104788346309355222141271993074621225209829844913675390487
94,229,18423491478472835762451682355,98982814634381701033051181917463560700131248889964174908507210914325327862263
95,230,37721548368955291611579163003,39157527661772057674759885705332151876895407840778871046851551642107590389119
96,231,58147923748291178776132850808,47806878467229396832735433554811685620932285069324191858356200337707480619008
97,232,84857725389634126476631238314,93008718936487744174321276221016544719995864225835669897854538963843316299155
93,228,8190718895917669114640179736,80805812839011620055517568218931546294947106694638437527587667192389900510284
94,229,19449270658207638868231929074,70769653225980862687770011532975295478091302095075120321200810091409738282531
95,230,35875848346453068162514307886,24321531624894400740065689116399769131787961178440011452747170317035758055189
96,231,76614404437544961247272132225,662383182892435497022095282335837889313474913704290631682604607205078856645
97,232,111545757055528686008893960721,76690624653249571763168620081401856015592456186713423346485193855493809164732
