bit_length,total_bits,random_multiplier,lhs1_projection_ell,rhs_projection_ell
97,232,121487879349293746892758431823,18475773758043636559964598176947919864462385254457884816001644903157053946812,111591153320809640309533075700550848613554815086986361925875314571736302607117
93,228,5835882191189794659774651819,78366581268744698876083033174687570211988492956479628739516915506343102273122,73178412149944436501881605964901684744981606417852569293518804832602086313114
94,229,14840436118107437171756416649,57583299977476631401905548775596013870467960181292871501039674608686946605276,7561738787715443594394352535486527497849749853979845643077484839225156389791
95,230,35625241734839005432666935668,5130894815466340111572805701782858095522123777505145362340838761412103980069,94879398557872301887128963386205695953948503020468519132355440075910916175897
96,231,54874140742046362856276014948,112506162612082724980330855130514242527731487166951754638250236334923461454413,92055485235685969012684945699327430648989184765709955712958983808338829009168
97,232,119576090320039914241127919615,100137305996653270074339187315520245125021867726507166634203559848339199820781,97377741637292662089711662273283281446294693914259061570976053697846634901456
93,228,6516431191727415807794959941,62445849758028965552272087575386509522522259931637171911064137956952292121418,114486192775902330316486380088220507470447270683116227988960084624979921189732
94,229,11894178274523918039161824904,76526895609559241988856367777174852129739852903180769946523110285008437680206,104017952986889426485886747662861048487106521433696653720393568847550940294907
95,230,23680116048829165578756617630,25994574177663468140231745472388597953480949525042414878177762233756685799734,115345777941977143157304861425270029849936905375455217823111227044831735283448
96,231,51444503932733941908361604154,40083727534039215001821745610376784446891922050910610121041715438045313749102,65279284897748292313119374357766543577392462321598078185582594437971416865204
97,232,93833539375401086432553218078,97681490952836229334712133402559512272175990706131597623627775072966116789340,92535167523497239856579720954457633114420628294684601230999994113125941257002
93,228,5630532627601008840950185655,59004910278761007026396441248703807257878845049344916211876682478188575141583,101848658420629258794186747705399428092074060340079275416542861387842620498572
94,229,15482883385525976961366380591,93400288144799961404282697182008756175550900280895133761940623129863433462262,80679309025954577699105283311379048607747690523488028518636809315260519008054
95,230,39544721896895313603636845547,647781606296987180007627663172549469392902987430257031623612452146675046677,113976153330089415035596677240445770138538558702823349170683434075940372292755
96,231,50163387095317850026063095485,10056355450612105954397600898090401948472172780983162469669111723089071282691,104603104911532662889551827616970134515269253540754418137028438080530142568609
97,232,153774287545927127760611758245,51844890051302320267967524157553419406513791985771810495255665951673410689482,85950418155987367453317212830676126776206472987133442324154727637378480056911
93,228,9626317324961038926571634246,81027295914249376687724875456807323826993742115951939592197939269429728030043,105093632415941443780768223182968350458332044810756545325633575296395698045797
94,229,17165354410802601091207549741,86525175739006019305529840956152735125247032218916056581059629532978568442250,94888431960228966766359379291433136251872236240917563055869776980556524314332
95,230,20720270427027073754594197227,23977352966941451959702226032143529435091479091630489543975947029137589616567,104946503668780394905890223107018897769609714287589616044776829122782868490340
96,231,71099522169201799899561131693,109205806872375311230692332279312941207858088987037194937967087322288375169516,73882052785737279982292400611957814927437519298165467931367050265139547086072
97,232,154035323001248169343183093357,100069417166857837022927198195733515191721705505236842108014075427085349669792,97682448396308532163803324216875634545390936666104228059491563912976321830366
93,228,6268394432703003372342479240,86237086119204082370399477630796826935218643227884387087341621402731444464291,85357717399499557207770616380520445262003850719144286547975175313873777201285
94,229,12373439880855885862338273888,92064031678020005722008610515777086720245634290996002748884308390002645220087,67130892286924412621248578996252923465006347952902485606020296514704912239948
95,230,38902641250236068350493265626,11063087810014553016389522220380658051798553519366742427384914297371461781946,65068835066789549492451108955195890026723377276571548588625029784342138931237
96,231,53320432193483166392895241947,96096138794762061775934306665989493215275762955827811658260092452974963278729,7493801493948219879982346034971577754382019179864886517353303203178591688303
97,232,133659019513975214128332970750,98193973399315322663889658769774758041915428034187305505587944637265688205186,9747030695854995856725332024884784147246656109726223571336615125454400228770
93,228,5376823886059742139286382367,60499217827115718070210269939234681086334673071597452254183770180140087445254,107655610937166196741235191752863043897877050607309826751451921165539628431583
94,229,18476192425321146860542891376,84725152453495270106052326242507322573356503495594619423076823108827163030896,7526755257671570415798100554011132185371414147323499650717712586035486029013
95,230,23848126367456650072023621638,83653180798632168244714851787732845918215704580536243809565804076505886098588,66680542698160075925656258097385175263655819867296121962030152486345840030701
96,231,60042221045248680080658950587,35998523122917412552715991732804103942405320832949121035613810280014702331698,102910350563146713486553213880998802975040749778320186793113708554227941287481
97,232,92098023151572733161867976868,44008580932691117024060175385384454383538447422246353208768691654882772544821,72719494463622357890749371262787604246685891214045004089509330928243320363129
93,228,8241155128321689450783546694,13553003789611466415606763766700550029341313516828180916818896304898968843354,73879048084675159062012244016618040197215543416369994943385505563497494146965
94,229,15010855300590665932882590878,96338866895457811303122292495452492140340534952145919691240514129078889869514,83946182821321785846400225419535462704450249710867568805776802955378017412052
95,230,33306629670485717234588141265,103121817421563311219373344655198668024006226555802544760102035957522604863363,43257416474471474546995728296708882338625287581422076363912131544644226628811
96,231,77005491605936011105684260692,108688358787043624213435298835602756343073807157221703801005181531800002542678,57429202170510602047183197354775511387800206290481281701110369723358922757363
97,232,85417309787809856450459299753,42109320625492297747889852889271021861857148254029118702305834823730469555166,84914465588789486410068049653183220394714306422439270973568394818614118163842
93,228,4985223874695400174436011466,112182562065876109877851612680113195558838170412442273863480573641151299238346,20885064437853937924142339632763169527365640888304412860489143442857955874967
94,229,17744010971732465769575838178,74054569922962809717143087649467279076110707472911807708269925311466940119968,14618215965484472848666476970536752223787158688598539825605132856311870563665
95,230,24431142851798653223571534683,79298069511595149080618669655957668608725382827844803870216917010334489462711,34646376328572911447837501953944364083735185487004369085899222659068697792692
96,231,49187991839555224230385696793,55132200031658927475556884506294074365999310668037241611126132097077512490650,23455839666155881118189458645194743634364980579230817650507983299197424840833
97,232,123136249367686798729171327584,111333256666438108390747470048182642909881972417908141652971456914935368677091,13908645754232959503607442692204771909424032528201303407115620356398137019496
93,228,7409563805190743023524938070,62019238473650934519819267978606334396728473825096625268486237768647738417578,99432575628183384837776518452609101866135008186508427455257755454370905504659
94,229,15123967160496140311897798183,105667112198150105063944220257181186266000107280948142931887413903951876991358,94471711063923727149967362504636288330217388278321371497836536908268118639426
95,230,24274199646506216194393275256,73294345000432078115143251947246622987627506983563600440135208013025691952442,46270764972173742481971197861774035988963353330524139767038551457167730261287
96,231,70802488003336168240349187176,87944049558488623196122895109696760651128945252896596454409642647355154284666,73905639908405356832402194876586388923541763675789445226422525771316700838570
97,232,92879194829578579620824844253,83925098818711942549553912675933039112219471124100114248764755236770543317103,19097511669643702120715538103836602769015712375177480552236355227342300447601
93,228,8930692493476353873599895564,68257223580133004805973168459768292814856339147256515930896448658639016839735,55440042072712797044831659025554380545465497217643498298544998156362810038934
94,229,15988446230825008368978765003,80259694158624976563894888438389913360921516729294576634581019943546001400097,28362930847670092541921534981827585503717056818242454165347248714531696229960
95,230,22466185433288278543241108043,75483393321447680031130100585006414555102013126808628604716877849520660798322,62764373844613456757383077407026880191982767004584486930072519205490471558442
96,231,48949310152002636704966930736,102219625620790508881835802447733785075805531548401235324385309323085796156759,2553757931406940105480557462408309465626001696766018398916250497132817004783
97,232,102445436999236250168442198420,51903984084741071500208227122569063688664275808082239298288050081348772280501,51876950578579463287604911087104967597052065306573637915843746809539669282295
93,228,7423785732406166156313847030,20369688666533892810116590035416669185953777134255362760807785419854386531075,81719550456658710151701390109133038605925642411766768728972408651717784097423
94,229,11724082399782198839273669285,42152410309867772910749438065977243040914478429484728734616558437220599055750,97354163492637709668033636905626068040730976288259107730535923567954724483023
95,230,23535372967545413017267811270,98704489549150351345000714007083741616389114831249688478763654407298860447036,50058496963482337460942475018170081941739835053849742671955720368794686529350
96,231,65148302577949788107252776250,36787002514705570962377730584774166351497769847532743480489052342311635681749,110912155144959138113529362027310937124570294631348111685523261653528586284216
97,232,136831275575946277254400160253,4707191340098039810411504936894024771694861561105447560328686006094360784616,105176474512136623723261550421224109525971857372237460036729262235345303167293
93,228,6737829824682452609939471799,6118166024892244548650169791186743627278242908572613842761947945226652429898,94212511623421444937504203268803118099464369425687289929544410300439071313012
94,229,18892350192657483859737918943,25250438530323772584361566723474814078025599552057696109865284530534215969597,6821467333440635250663607730588228086445421014741633629379042007237039683274
95,230,31585126804658161150605444119,109626426663342181981718980498456248491473260596913094930280569819353667269922,6493640211473090488986545225639415091801826556211514586856954025304453196473
96,231,58470469550821381338294963772,102494216554998852146699803216079031084137157031129873674868556186052827715217,57813145392784052932317738352569307205701640045732214174322254759853965896915
97,232,153968728005056841989326474792,30840045970884730040689219780164231979856506126023607305971277284425010696985,24126118034281055043774959788291894434717298640800374851330884761170883642848
93,228,6306359454354667862119192889,105932443559411155639816515801049425325519078081832383494197451014455645350969,109400092815760441815743222048766704749953731008053647257437352659239601581479
94,229,12665157775143145575666408514,66385587753409906852634547415339869344253496515494066532429444591429265234515,22424269943066042688488950339400598200925022017208416776972979481529921178084
95,230,26965286868435142457414417625,42670612726345784589081611035518080137353309351557955648917208860050850454133,105928388647319338471110160345504014375259485123004360449105100651350124188852
96,231,50517906093965952017543506147,85746746977582786167061506798600624197846695250649500937425130026540461086428,54505440364030464982090543416326745695204481830941892032090426257984275328869
97,232,136949336929253871089893716452,13482707525423817939877425196626788314397704569455174168272854462438999888886,17939356202214920929820132089747501970623540404299230396819371145657797002711
93,228,7533577747775398210801758598,25069460900709366296540175035594196966885794715751752912002427586624967551095,19400575754710373863201330099666400772831057080702243159454098297997441693632
94,229,18324469270715639344045615586,86542106413547493096476420689894434587112763970042181745112872994369026574589,85965276320052937618353499299110471578774846170927031349158762965230917390599
95,230,28561549183497787823542817838,106211836447380839762873411813997460604561799099137299845607894399220972722965,56762654478893876229224612457980194515910261861380631651735448878051065733885
96,231,55693707612812938040948231137,58701238158689827558273513476065385165507838581312663736474790187169967529506,57064043632396454299014455011044857557802008561783805277074587835480072239147
97,232,126485330870599527648977809618,43818708258246298720701261352561750048232821788159918411347275048566627381443,8983668080888364152812503707279467651006367732879806605515894947580201328971
93,228,9633983730653188727011878603,78128985674411345695412770271129424830883439239850030784331885246236395083842,18611448924888358778803312260620600499448567187167390980836814625862122057026
94,229,18504617566980007802916225748,71706460271278037041319326244751505617367282407957957765541876029785052480096,65025422736545800191506551696709544752083641029305737190960194138884026799120
95,230,27034682634894371558719846204,34411744960136569731669126228426263247686427399133382299827496905534205582081,68082073847497088514640385071413977373105034418209833780069838459516752457108
96,231,73152602287392695820962205537,83732273577028018582476545840450307371693737018944253808630220177741979094278,17737081514519794465586173202863985758521632178696587496047255307368583914923
97,232,153619188410653320700785793543,12820082014122716173237345212078124281989190231833614030890666530906778652475,5812540484752993271473516034618553158795054515274175743192272492141347015760
93,228,9842005260274121012088291811,11778967722517526471770442905662296677880582817025068973936968510059680732325,17267685254090587233860387425583787740093959581347063135213285520228976570934
94,229,19234322105072784760377176037,8247653184055907454123291632946795988839995686214909790296863705955372057725,108344179323984471997277133920050784228615670505542252502583447591675784605071
95,230,22402918447323347246688821391,2090606106846385656768148216556713949656754519301076616901608891688659479229,68449016635894100163663162926547953732583133701594084390220394848492335220795
96,231,74254821127763324061177753180,59581083588480507059346418819994148723086259538860892820319044143582976243274,87541366554176237053304791552692665133897019359917636571928872631603398982166
97,232,118449035035461672370353496612,62161241580002694845929108700276136036416566269218186126050704346033297849026,85092150619658877627511488078697430671513007959912983084586105738036977022117
93,228,5733995455128567311670668782,90931489463367556841926969541454024125840826102503355528824298716087574458718,34295119638149169393338961906191734553342103576806215541247021558462597435894
94,229,17884422521983199652430966818,14082708322462935530936544706611278952674659922323440614267205851894737156230,24269461417558040989455263856451121221737101141836423572625124850410460998059
95,230,25933928946767939643070542529,83352286394781064876262143182276986334138319305251685550784872916928895151991,17483264751456867552343901936013554831508964217779060666071232225450767670275
96,231,55543711758478147315691839510,93741311117239925368318530139176702458838470931696651629851903381781108805732,101270186162576754017686224419292661132572204740105766540749062892980286316506
97,232,120796923851164503846755041889,68691850696091185788886086245636270763628033467766970028917321736483505468574,44792988432292767558674680718909424194139505012489540238641044013322674268857
93,228,5681320447195614327858967375,60085412559398358353126158012277394669949242310585309501741230932771356551227,28218349959756544746132069118057936379418642080044333887141926997999445843165
94,229,18360147759085355937737864794,113309745582078133029838129428108582511875147749707083317035738004096446231087,98097798526672950028065475339035419086038022453861693275085187998363050505769
95,230,21628376830740056029059691775,105264224412766903971173136428022306930052006729941852166427318304358905517131,10617759360634645865879610220540854688909501881476401378028786314008829080278
96,231,64978715253230762270222662009,73226633518883182852830462713451899040077976210767780088170498854838699448095,47492937994785415374767188100254907482930909327637812285078003131673084555103
97,232,119000369590772045155020636816,72428065186662443264915387950755159347147840987223043343174546744744475996497,25732561374967416209362126408070406435603889426248736116961146095072064560232
93,228,8050436864732511719855337854,41597703194802996233536772745340530308571698898302213644281783448425407435024,57497374864227622025652344950574780625120014170748466863948126619015522329780
94,229,16740319292584995191741777438,916700212808214119105724093331176081707702623853415239672524564871345523372,81223164120798601843681328145475486588976706311038434698143849115433273907893
95,230,29267643052847397238695608192,71103612646236965946920787864787071840812848064555438893497703272009436225893,31564989088945948417881310063194228422969659617083013852512222783528889288339
96,231,67908528332604485354886069257,84295629496030105314756413574718636658455918752195553576277846746011917862936,93604344087357646724070216195539203449883316251330397257372104117783861963265
97,232,152158973308834320031036292780,82148520746851358533425196567924753300509472581319946650327888070069994607699,43432132016263794496697602687893787575532905044879816378818415120080261394926
93,228,5488981334668195548113854810,79420023105698044521634166334591966017444934526882647909083843237573611467390,85106085879634880830387643817557315146662657323140905584520697043098639814669
94,229,12828670187685254865009370633,39109628813024068435623465816685012755797893272510499328623183361077633415935,111236361181049516731301852102545278167144564213218332860667874069720208707145
95,230,38495956541638963568455900570,91220873345995408133414518571970971070248497470774013790602997122297885289009,3077805616157061139898793841525756014413743727273391869292426236575383560377
96,231,57084346420842835896392273929,51869165027078429010668268962999138929535149739172677415379821798321089971861,48626733242582706886441167436857332873153375339019523732703377253129316659563
97,232,83085087741832294936448849062,47852168256369052335138268324860122724222230863806051298588176411602115368215,41677074478431795319440055841134300437855062265657681237671451323346647227656
93,228,7173147193350415790876830660,90413380208092410320228841884463373750918663042150369198794809558232351288289,99587150095309813872740993363921350051876562530236962262532348366374055058066
94,229,11727348887453746178904939371,57811147070588601426294835721532657315873707623206016160854687628081289656368,15524900696854911204427759809142478313622863096986070547850515102649852182978
95,230,36015661023018826814025277016,56423567902076905999181898033286488406641034832589756324642942651487755555133,99409041612026701115536383373651344384421764954269997088835266244116964538247
96,231,71111236733672987328519813272,70587149197559010146539022913492660822242852112336609143698763942751154674991,65367084786758475910734207581433256474465503780884270406367125857091702922472
97,232,142958239653060516848890185121,97372038047932636350449819750680458894660131569754279906131985368959550245612,31889652187787657347990172819593247031047688403214767156767318119531019249718
93,228,8937918531351147196445528775,61994723317627358207387239048945730068402251012690707869732053821539910027803,49976132440308188392233570329258223179657861130611641143682534448770321462817
94,229,15997815905552850581618474160,89891547628726172986834580329460890015657338776481490637233167856068919376377,26880905981087464549970148611954202877468559997637407362684468218987523853435
95,230,22711787299532848916976410460,1215171067516335220096906774020517597052239227848756612579234167382503029720,31726158176913458917454618126511468330059592697521015991328617436596337196572
96,231,77248345672002758099632814862,84134291759084548383075310883526952079117207732297263177687998796238078328141,102464037242137227778869968655393113434749771057908797368621316280751537482697
97,232,97017629250384936763866148311,9261422748440952766044025365937019383938680975085551185311048141457629930373,62064911829977913207074909010394969959713075704046730132565920414736086593834
93,228,8352381752347731431961617558,102298823888952864192479672783628712179179574289704511064712482944186265499951,96504642538525849292895703877492906225052664140088108303289759289916395161860
94,229,17426590044948135195894962685,25578149110833512570267122017210733884037564854035231630746346413315167844332,76904167140860306765524148775538762184359525275192581383087882548742176774438
95,230,27796692937858993500562070575,19556516895566724256169580568923996550542907267784734788653689420103841137090,89210303792880928936796966870447359622193000460272463569753311257080061959462
96,231,65186355848337475485309522638,43275947827064849967660079504768629414680272070542799962640586454542281163183,88097868149921179140473737622991432273551028493436591337991197939631798165883
97,232,137218919367593422046103634493,23192340465130914622539467771737296910638438833602133825439460721433557160026,60376862278114259488126842164515100599252344410063806856231886712143585108835
93,228,6079595133105424048540194006,38180406183282580713210002561242243290037167607736823586684444809728853928999,62465824047744272896113546880806410888115509026583633964600413756281938129174
94,229,16050522032304916200594086535,83641576852113392799722088649401307088787115335846595941249575672532639568777,24836254076775230072361344087384745313869530849797787400226965308927152132817
95,230,34899953131779013435966364881,91635011338263036970682705110764036862449047133358628654737139142902905294980,89457682090192905545688388113459946139350127395747770175032107286142792460345
96,231,61029334772157593374248103821,101057922318095560953045736040970059005542670688116772699588850578453164754392,8034878541044490736701921306794419007527197996859888964381118513449740408755
97,232,123677056224596013529545725236,58341444652639451785908246217568504421640984917750095525475188463167250905519,54223253993529761281115574948226321191383760587431223110918677475230989090624
93,228,6626633793375374592426798817,114411765101817252809584995388197138190309380511458502562834192190695159524078,35062460845707722325201129982620059154691350596058518684451776216835391897870
94,229,13048447057564335097921421613,57341370299994677386749835722045576514219819972108127732400528050066906642452,89480825795098447798673103236859993007904463886612348525088824831346581776887
95,230,38928069522599169807475175512,106153012900804332819447108938049232905281524672798203359448598896326414014332,18205537101528806367627382661005013718636183170997518692256212823933125704084
96,231,52352845391351909046745690249,88361516059251593556784973973623475168187194934949803813491535752879274305413,113897530221665298041723985536530051080322851906376405166518292474384972523992
97,232,91300015446943641220627208984,71140207691954959843701628424266522856771231572803415966106990532007242842769,86098230359270030687635283107185760981917651356822740903287104096601222889712
93,228,5126471318607711182462456708,33403242847943644459398679554865841089191569731008142574299201827233745784696,81747623182233651849532618163439664423485689854679156552112156203490936974350
94,229,14882169387571926942179999189,80576901049111386079070148440995661502625535368363862574753197393905367030496,52514628287108367499302991352311456947029623077860589055132440736419991036718
95,230,28034091013928827694049988668,12074032537522987383841750940957462338518978307273659820835777564466599955242,57953366825188453923444894637053725586641029473990181933878824821819975768101
96,231,59850742345813349372133931986,47303912905805821897366597775440721584594032629678071787116874752982634391712,70852098551517840952744496971298072571656145937858886558089506333078854363096
97,232,130892705671226496503701981105,64359314089395443884074948133068086667126554077636714041741344965353043470228,46734943329345504001270093389205771984179118509546856899800072070568259227777
93,228,7216374511108544298903239408,38984522265867555982980481032994260206145457963970270026429111698300710309741,86688582447858035184564358601723994742099781653500675959479196641661076906917
94,229,10034027727457522301803970079,18577634186073929147107336605547562947018321812106796542214325303545337947797,73677167526775710959432147222888073174428420439576143276466987736980491821158
95,230,32959106324099809353433507062,45054014672202365708489296927142249262216402599528621165992139825927822368417,81483668327273448915681497558263113142040404125143372802359298313944879434986
96,231,61815573024780773436589270560,99970795554653789634626511251666816784846353204892079191402695506646854349332,36966084771659809529537153594356153532027408919696785254733440536910879805832
97,232,100943514111760292240063476409,53357392043103650983359757621476054856662592511212861957634680050271762044147,48460608688548638561245038135790094657001271679910723625219420372014347863951
93,228,5483079803122475348691071389,81463068122028910223256723865809717518359808176224493282481259568438115592036,41384197288314755752177838927726680427209538768859690252874203278474418441983
94,229,19470186633452159257388451350,64943251998065706133660775790820266050229839184224152731966804642458581898240,110379322904444241532495080139920857603946189912915972912164934839086067600176
95,230,26471887653128579532487342850,81980899295293541389981986239652902766884948656099639165314375561207124822880,65172419040245965968348452836267515517054793642825414630878892295646738176404
96,231,54911945270337036288350517672,50343580507365153346359702475750417005238723431050707927002069728446398731533,23707430448257593729625561567908839892099889420333106192661517815419619708168
97,232,104739266210239438327894062192,3241052641483727438430177157285187975761210300954439255007888519524795228841,24820686285583483642079123015341562749850664295394380255194177770432987082749
93,228,6947923749070451941276917661,72427409225524824142910840779291131868034716525046189748688877228439808247458,7342546625328963792532949956660240603089091849487318439225380430276101806011
94,229,11248133692868804111898485482,70576381523096933178297443373428924262303986462640521069195955127711686672348,111124011583871358308434854890067195702030672880657288529468713697032986218811
95,230,22048297296945053397433037428,3804440500080690764210344698694924578604992198425397493861882456403783516011,86658398994491490095810729528515063887262082830660753888053573237131862810262
96,231,71845250446698488951117164010,106213522058893696370551938755300996577496785613188344216218543043805873877442,76432508344603121391961460630929871243167261649811561803226614473240793453776
97,232,157991245110344687571708559698,94384755482610024418768596692732367126186924602444590770413667401059775843377,35477995244695829214097678676967952052604726219361655999088357972534542372263
93,228,6393514995196201123678635836,91647179976433442072877546683437007068699747051309601639968743787934682015847,22680924216500924384231899403963156379578904980429038522478713984046286451737
94,229,19036805798842403528218256766,69077596248736793099653514908024423716410933156225913898300404373140896362012,38714116429772506419349193630078860286642787201335928402634977654918431021682
95,230,22822789286618592322708746641,4388714950560719999875876325323916281802774653981834601528916031700253371260,34597060923372129655854105922935830697825926405889430854353030538373145221377
96,231,51764467192981542229567932209,34578602108610662785450926207044154506622256879357826642476835118573695364881,5358692992516418795718500027802681370289607410918040730820237398380638779892
97,232,143447653187475164635880162587,104187974550296333472585189881381427334577563971163667726644279206764977716351,43770842238695460778815068608218265832810697546994892768751170754541000643546
93,228,8541795780078725490727524404,30469134472466207799510879667614675154113608717008858747640444011949966133566,101873558962508544351020731886387583887898062363487848034074990834100899039931
94,229,17533262449655603853469187660,62029046926926938918278191204157704415778039630344174424968319904412876066429,13945813396936772189157266303904321198174021194930011303719917695579350976213
95,230,23505632722911877713540016290,40207146044087059669053908997888523510307971369810954667981810626935360301350,1858000775277274318592419119695497490933840621744116801570403610964982171826
96,231,44450109796558203100784351872,21381232944775906912783254768951652184470738803676970510166921544541137369047,63318843292309733033218986115148253681323733603647988495688854237090264448205
97,232,93481187164141221676659251384,77687645494691991619566610780879498927774331648724330928207257478583804604002,34036139234668644173326916836136263065139469988498055047125681713855427966633
93,228,7454145461507258440697751613,63708392693827007458365001688778336270410393823476838838895477472272067852459,104337811916741771841095189167304935497746230952185663097787537849676824586484
94,229,17222367638202806220227455302,931500842209989726293846179333628532015670942346970608539988131784673512229,7885442517744163419533530700941990181443373014771431328164207554956839980816
95,230,35119065732802931273342048707,34928542780260563559152561194690552001838906839491229486071598561486803565980,108102142964929444017718775106713239687983507202522910796827748370449643828177
96,231,43077009411188398970886108189,73942599765393959451265355511450459418350381907949431594129465137411266832906,56660410884224944278774835656407036348795534407310565326064746098775684662681
97,232,143446597817872376138355824450,101110109119630905297705913248173972992117642487772166052231646957711982448545,11423961416865521431810337469362267791932153923785075159201190788840874199768
93,228,5419262868989872786748152102,59785562613785755911873077855409716902683656406686143948168143473748167098321,105343899838409987116597543038868014325560445452617103649667884137462451529463
94,229,10464473346325535931982556200,76003284191264116394597492729115036479562350790196688740024155052181056469896,102336368713339695302763807952387768227632958254148583769720571182525020099458
95,230,22351030797613722531754812403,60833294981379532996459911077384322504962671323708906583437678124918809193463,111369811933580555976911488547071823328153650851962879713727552528557477740790
96,231,65609343052288459799676552518,107936588979471702877298279578460009055298738895686660132402335693872194888785,67233270050981829993912923520645327799272915190317270982102603437466573488788
97,232,139220802879167761187033365317,90917790623419020959133305537805872534235022074158234088927122957829727906873,55696976632067224970208321141294792929615829960263368792617151978657216334773
93,228,5908566087178931395167383313,48557976096496247232994035853487821938425351526446873678354153751604597285807,6576755922411174294169010902764116035852497751492791091503668285364542466049
94,229,13201996985167237201473614973,77134476989904942279237883925483055749550853530419807174068924641505182082496,31119279996735364986569399191651808911574171688826074085712165912131084075947
95,230,24230257711223905748387526762,68001295011894275894461339821143602440285721341905903970440138605382130463983,115550071579563623022044438105064616762697793970011693996077266362516311726590
96,231,44361617571165649869338764843,31715967968664303173716863207573587146107277180842649429290618305199988367206,52032639686700194168167723315155746309486267582454840802763284083368550753835
97,232,114107642181782951944421973454,78718424736618223870632132100630648248022010243433627768093245082554214624706,83140973922355093394675020741912800364143787294954902054777555973642573446116
93,228,6138429028641450543621884052,41263857742779090516188750268110012650334660661090249745438680118930509378946,33204215384323369306303247347957632301413211881621213363348284518987656565161
94,229,11732730830956299703880454807,72446698115565494408608163295953775259406412385774505735432547294803851014102,8952958803359724426603865770929629593886850535004583884220313495280002747928
95,230,35937526625244027592568905235,42355691619398363599631165017699632064101469765954939778268199428305319587790,64565145235133955436137766634186394821112680304568393848189485124739295120517
96,231,78868789093392892103132720787,13510365136361570759037301920557114997875195934485957761641160832517733670353,74322781729377420315666303343883171759031141204566398485009066369750448870376
97,232,95962370480672383530043093266,41069140235077291162969148049853919381399733620139910979466437387415799798324,105526722821121944377137246857685763613012162881634770657440543926603062286840
93,228,5545919260909569256122182117,40710897286688087941617095318615281797662906228792287539111298379089982061497,41938488997845334678274870011720096143916626311919987029973035929998603308159
94,229,12455042545687583657888425921,88707708077073533269417618954995750492779843939869705925946262021944588277309,28999926023002287049164996958668853737098215914202914811181746114344007892647
95,230,24887140577215809890052281177,25235494143179100562558645053775725497402334440474616851269058848997889423870,46320009879216539729808460045637685852706792138884196476218103929046687425166
96,231,53087764403288120496125707735,98626068829032084734193915248544780842412551249233716243847077111638645668280,35080596551829607001683686981788850633538840124798827198324049094821953070337
97,232,105886069542397734707599419316,35618011579245525102853439248030300627766425904972537541817460390426986124912,111926054060226013201830715200685369757808050869423776845940729685311437326277
93,228,8594064765158015680369919723,51665562492602469249963881033726732902941619475960566369046537008048137649195,111528450434850985352157321358068038687294892450469654781278832101896374613817
94,229,14680985190802833321678991367,106989673095048177914048736868859671589407070873632844149371866812354215023650,17755722066303003257580914360615188850000436683581312364692725236310288664088
95,230,20926043360469350393420783882,54162410513084396701289092925664185074844698698211864593407422314268306615321,11760584548865244469859143323282723039568847934350768531033715260079381441972
96,231,44483204038619281586662123133,81906153445496758806966153651407109273579026147641091095453420889423937061844,78279324796630883494654524298773833865848268331680531634492363975297205384470
97,232,131180025031726806087386658247,102816365687397046311786850943602510737525724563078878892986553867709103379434,47468460020191795156441546809794717349888858149427799121211948980671350349933
93,228,7505915659595900894654427671,111572429029424282182725436251715224914619679243637337108183967078609755648858,25002016710086347115121357374083754421754167024097876785881992259385323552817
94,229,18718622352192876354291655080,22965276943532142242250877289672110478998529521136200237023977927698160927945,73848778314046621661088782827433617767841112559773660739744595884096862772653
95,230,29246116362706128506181342556,73360038561477113158120846948194985037857233649601159476791019044494506786190,59215175912665115013744959990371234153839273106929650249891038650377282323298
96,231,72848168898920005588515414393,25610046214764509074653563686362525552911429900776609656846786252012523482122,113756812862827963126026124291157468945177017772449459377852900218898541396655
97,232,117884661211805304181852219286,6940572633828413778751448808584299705249608913992501163747321893105424064982,72184153285165997287765429304726522644886275715134138978260816212138757166740
93,228,5863591062888387441538283308,89596357711073762016210501846631617403924314949696425153596659020050159349318,83727266501911625238069069945505551082518741473353265603292015103338692158750
94,229,18901586304942465633852078780,43383520667144882355417421738483083846089411551214076692518438641658665781101,87402412051694785773285788100711670022237827850370438202830645128970859106688
95,230,23571773008630280752322351348,65819301407564722778295400704537964448744827677687368330776487501603122602434,7926787740480972946379726503903070336638060588892543932114661918559301278691
96,231,51416940204197660893330225437,72284678074640836876084368733110244677765200930826074123764555311082237592596,93858109986001778932854598340886584373726416118454890141191513916053808299499
97,232,91686507056535244539820733869,24564201643180544823981631131180877993924995663552992395630847869570109131800,63736961986039960990958603045572846637929030179752315435528430303602791435121
93,228,5077148034577777000714440237,55197425940390612273010418072261450449254119441247651980108868344145458848424,54098196716992646751252643690710949848747239467199290656333610652523463406809
94,229,16723922981856311567071941473,98505295269525530325321298401095704564925155437649364227984458426278702721195,100402255535375814399177985077678754400578835269791821267606073431917086067065
95,230,28576321298475784471908535506,12551666311169343660908821830131513430724154733456560597377448537343463739750,80702311523716987942636212476161827863322171009396531697681796937307108847726
96,231,50471319098385354774845427821,2249044278881979319615639351278496581070879188149182826263217111650490702029,14586399941359658565218498353050043292821001510027240639337214252932896610670
97,232,118227969339070813173386606269,7006013156601163593983258116155908082088773350995024310239711869891375119615,21496843572542548800082135063505362097485709960098850079705901503867629888037
93,228,7680901077147413970762450208,86918741073538287287550814916755037629424073655474759922668720973667308135448,44922679987689197977037030133465159238344198259335973319699744213847470302455
