bit_length,total_bits,random_multiplier,lhs1_projection_ell,rhs_projection_ell
94,229,18172687887585782762526348554,60847939076831677182772042283217450423042393739363182998153737140432081272501,92464861028108609696009723961819239759008247479962650321829753356730878711934
95,230,24997585310071270710193868169,35628514049793782031717660157876464102867445887430448211661983354328088249160,31586592428707085354709287479690900230457778086437014380803129616499055080937
96,231,71920920077940858231100424095,23602635052699261541045334662657044878472939456660941180717788271903189662358,10520135212535544228940414247883737979336201103100125324966207790135515500347
97,232,111771822577581202047951153330,114631895796590491534777207439453586878567497662894076370700314823736496727519,80800871407211638356520756565130464973279557750791451072190073874580601037325
93,228,6722194105783326612751843904,75818254919280894285437139718672454422026461633161432242464268720668681065421,57441034079384572973826254405386534691466119468892687576616503687629427307342
94,229,13838013259002871471251631434,87330415009959008123196992451367622073612703086158300932542845663476112515576,51669873383220595761871453306954880609596922350052375187939404122517457036312
95,230,29285372141448335184417192001,93398097442027462825907268173789017102516704000171964520936447866383607533103,22162475249834358500737573060204447438835074436046936427588834965627110371859
96,231,41871699953597769367355447142,96269716790458005506865869900625478241186859786675790260299238611254205426609,83402535972361981707975184335368536945947942231670284879334567438093708549899
97,232,154536108691360890016923739274,96369980882773330792606377723255051921229339611908968625876716945030949407862,20000760500805510654938604801050705354846466384109642320946699292153694118967
93,228,7354203858447143741907299999,22835753891098680980490551666629881458011132255060479136005260239691646899869,59342079010632416761774815077191028228237815461370074741062029996066501258912
94,229,16618485044014342232459161920,94844561461208680741793218816492824010338904412146946062698337816212716163859,45846858502669806746437644791108353555508274131078536109264215100774080635306
95,230,23694939812759343617254861295,6477467920443134845204909246975070540383027589033260623312703170300090575259,3856454814714588326432944409137682438545011085726093806089684416645765440232
96,231,47641929249641149407231311141,30056848028591346080030370848770186867318305821800082100833257999463506387278,88142524853366625378689966897102099791748817887620254896790779373745649676176
97,232,81911529512446398317171541029,352736222959625268889063365812131381992307366150161163339343066734423785866,63538529073847529126707490443886629497088814834868130153070269680607385013883
93,228,6642601989919819094380617901,80646844640979470699322199872778100084324092336016681103141406089234323658445,105773639486818231859388164539722783494272561117511786875207908752971105441615
94,229,19392764232058582505772902455,101314774526090443211708058837530445846194324268695579567616668285336571228463,33377303901768163051336451441334286867756217586510439778205653646745238495914
95,230,29119494306869315484989273216,107761203222798938617881168455272493580507366676488512046235808541556786672425,25372976106742490763509788293667656206678654368571629904571980369671996004528
96,231,73387428041630452677950055028,39842694741500318580793243118827426018874617358939733954705745921853594034882,27122211584711305150697905656083399861531667469042727415455701645422790087528
97,232,133807829730956629727291108496,36617170853632965870894435200398042850904429498828775972016892509170431940273,34882472325663717816605786299109209417162883975663059570087312213895518292537
93,228,8368520556130357523003565644,104496265021494968298464866617766376154645691313470945558306602996732496952844,42458414158363060008373800218753040436743025008290539095040166439445623391626
94,229,19337903632952412581236674731,105496520973110928509440099210914032199956137862640616895123058423489713468573,72172677512653567887554374637999191280488572400694629553687723343167611303947
95,230,32750766717073897990731825551,74610784773562876314089646888902646795383230326999968577865549136061748879781,78274084166960520074920722852045065340794920805787816931402244343008837075605
96,231,72156870419592262665082033146,114528790859777024204144748456156423602401103546833007693678018276489008774024,65940448835671473249858625816719291149127330532356454542405319966625240957645
97,232,93293435133228938909101468415,43211073182584722363949729771403141669788129844406109924657898570202125494093,113348195220118817705019738829769598643821247983406800926055954553595728350992
93,228,4986479390128109399305553450,61036638613685992900524730335623958381306516564384224635588302475381699232760,74393438448862492959591980894857245676078405113491036975788776869911172715158
94,229,15673094516081042565292834719,39750526179516141008759481098457971584761204773398865693465877709354083900906,27983891779639742720351411355670581158378598096046152947485585699713816121336
95,230,20628451060574455185119090997,64239823284186868782175991177779448254768692873345938365935747529625900990609,5390992870422331994089683730312165119180119495046434184550813553704105609477
96,231,40614329708326940945574043862,50781559488729987559050048155498918399019750043330939400462224037702779151297,76176302235153902285226620679494663928735327005137631674578070168476979847425
97,232,143013293021310585921998979642,61310267051092912729602348525784117791399181608396117562138916754406996430037,110509175227393424387726234951011319058665242959279337863946816914755076314278
93,228,6286636752255541131157801714,43549054368837908544028703644564872222569737204860777306237514997995912835517,42368864688897800028311759269348667324965886781734401830391785452288637321950
94,229,16200798417358381390632966837,1972420135408847681956923876474073279809803581815685950020462750683991938586,3082161249804213348440838479833186361600763679668974967590727840420669382237
95,230,34613863216909998024954945132,109891445408638128151904220029662687487723152038925841041444788838643144376687,16643962031169704910729578926054075953778771228057491107508434218698360333772
96,231,62929495336291752471456308167,48430403196129845180832552965802299363579616366220543426800107326419812420246,656743807390061512041104159694340629005219690869731103229881311310537720908
97,232,87678292398095380334059501418,33081295095051334029965765415460985205899622884980152829052698301375720898936,25097634395507134835921285823256685701904730045341758347939996858046581665290
93,228,6962810806967245726396680834,112788649582980804830091547953128691873945768362246541587184729037656561588975,16516748324219923763990558535662246577220896333753492411278032036734922461345
94,229,14930708652874816072158242985,58742800362011690361513542590452590245168128159127688151919669970274860087024,24854441460365266987087067496946577818964676173330752794780076794400475237126
95,230,24400985437870763220103719170,57428258174127483269235059880964593871740072924006812502459642451322694358440,41657927546598040055660161261637500627710727411096375565429814176291648804513
96,231,57107103957684201889503711125,40933281372888331887164590272182917659994199244743597609841358389827324575924,17085363729404015218326971383049911570565543319847157395279802621331214808868
97,232,136663932704638040252471842021,77878020703357034610974807425340067083220826319667330162061899794250015520202,7098721013474305480648877727671011512636357161852057289397729873003878789011
93,228,6753347023021774528178649842,58445809684697392409973061249571569035765713329986694369182032360732697733689,97602868342063635781655451838887852038133198347421612139661757332479835374897
94,229,14336597955017621744519923301,46716970841853278533297049183045740875602207613184621051874492701471066626621,82066723808167521668211780019379606077794757304737587484865768629176517780234
95,230,30896093059422874899204198761,92090021889557812177229976918862700553060473583058575202523339806769797542138,113218612111122469449018880316739469737898188041768636584648165724170755761816
96,231,48583809594146411749562740091,63265876255524305569041860902682201395534513603559462035938145558118373066339,57947161504009059549214199416970615490186603803137864301154649151817250673991
97,232,140168595003049303801685164027,94802178382131332251530260732952652640974564319251596620618609135351559625612,102222945739916012673588147954746685655459677844712906745641872990833977379757
93,228,6891464345483044438736055419,74417944711890950097035595064382757945904061770370694247166211381883030499334,47689856896548810335676213888928287779256220077531116263196817924932444600064
94,229,19274779606002950224814345150,72200802065210042463726315618017711549965564333551336572979665487173698440787,60218484303761855024961225148272931014057756859799658525447020718556368276111
95,230,24788879943069334802421333069,38964749129651626406360644506238701664742482507803804216154121872959947814650,40271541440439787662212249194586522250734672894064530970690491391684112267922
96,231,40403189050407178169983652366,19985982709367676724493334361758063446218383513874798966452042416037401963263,18367134909783306155578096837132548100379129097197745340959474226598650101497
97,232,89752935599185576680068528277,38438731694445980912275010785518802236202136749605480017755413499610121308872,23215453880346068329168034333043516646649481648982087045490098630266634833766
93,228,8696588473866514674196583623,18467833517263885140764179037413204162937418251141353358306229783498781379159,26912934570932510222106293123677686431752009540546399877186691488632492180231
94,229,16921253832580975560933307246,25816204553873525146751708567135024313417801986624245485920398053366528228960,113135670149830682761407492357730290953704927562435683029950455502876247421148
95,230,33197316201545165492072836540,8855395529188608776198815700898725605891257513079310020289096471040280469674,111064786006093045748784522879837895962714305840088348457886738426112228228660
96,231,44144851333525885293743395962,49860673280084185540637239497347748537926580254485811118032310115393833802588,103500999140300933835242479431139908645288927407434233466925886717220882464457
97,232,100031215099310254579570174414,42344271831800936579115365778517444860262517232176333728489526084322521793,1625100807394118032839480888280495338576719371175264768617487565923132047190
93,228,8107760579886041994254354994,47087760887966188493545277428347644189498279359137206632190829755990183651441,12303339326440621098441753546684521802292112156105012004787070741868063601999
94,229,16380376146450763982980202968,29449742552953409352461917571371337364493927557560627592985273547408540973162,82968476826183567227412348668548558694261418573051654578913299453113042394634
95,230,27842018959021900318163455941,60236802244518552443314508754940676384405562063194396250187541153969004939671,65309621285618263715225106797555579046981687242817353167687715102385011688137
96,231,76202746399459147032854012038,16435808675026377689674444184252979138700792504090028500108533749439413343441,22518393453668680557169311943459660757823794652079515368019360980980040567106
97,232,140832141384345213697011495859,41172539292362685511960040511097244233931796067055170014882355833462179414605,102245310748228550859427887437796471213528858509137947428050153137133000294247
93,228,5021800502220441414737875345,31466152458500057420070549544891412088807933287140348378243290644244170495553,42189405828700812222682381957499183516030386420317471797596032485860656586849
94,229,18743144580909128130813686970,57622372607516494765272179088352693867746373385309506705846241254296737329732,10347443210944087263648541358102594744556599705549209669373980266728649331343
95,230,29342964228541163345078750946,43788905509227424721272348184102123575427065927073543606451498661881383495130,83978056972019694797131725173052683275994643045546692977794025630729487840284
96,231,66308244639708834003355369576,12770318400339612994629790401370605512905366244341019239416147745207218735554,37338312420250215673439845201038339882509981643706160286520165278741917810769
97,232,108218289349469763949847289742,22960448755672041594140043921853060758542927914832336737807268667446690327303,114432908588101942917307909023966977845023777301014323100970146548035809018243
93,228,6125897375780780518551401020,12963130910784234818117718878139619320630821618952061106736349691872143658469,77952816395259050976264646486397659950184583086920269896911757896801781932661
94,229,11789085976427775473762287093,68389104133220946914460381357600003604410774043419780887833606094190688936194,74341440109485971162519071185161626391889896828426308712151386703412524221004
95,230,30396825423009959067397601174,61231499094838069951951278197007163946465747987576754082166132708825767373434,85090215740662792738283597159413711689123310640288875102320036492310556014717
96,231,41533556676596175708530924482,24358650395558207664192921061842149503526961498720517764709984368638507995502,34902553164529340190263317702418595776983167357530444545192439941272401929252
97,232,147562060545396265575445862907,41430462736044464099274488317081703906316000208144325959470816011488904413250,105284973600270060931107755345342703362533364210161618214928055265981060672177
93,228,7498588870080204295705190202,110979299112454560227170969573968214929682939042868497171924369463091650175855,43093242861029040256625948239376186080235932715919207475331580016819260830537
94,229,10040862558462474307053701690,85978926847422841080456818118979021757507205774777722610866446504690818560943,45057872839752167566512712269324981286021091142842238378878451147555981348458
95,230,35823462198601434980676325804,80305367228484997385717998036645844367721325903511377567295373163256544434507,16213874426778203144763457055501899581616411287695559379219130555083820232964
96,231,66535945346629176591023404729,59860961952706598305581022306206805131770630383040629111619198659025633212280,72919344712037005168981416268910088437505650563217052076848321051119919117930
97,232,87792772033070478868930589038,63378854849045402529603714657893600452390532073341650235237117944341235834195,49182413994684586319431348603732005712561112638291143501185039664342763134247
93,228,8159384585198520378503594472,38004017917970679298806360176530032826608381504418464176833423516897512647327,13994792651442009384543986935967730595427723396878948947605300409437773169067
94,229,12045428723682454970743851557,55189072288263432027115969960660419526231504205125176167913614732724776429353,93564561910353683997918734641143185539209541665267785397596343044544988747962
95,230,38998307237903412331152659594,94114610380271131882543377992322624424980674577071976243995503532251220400710,39897791080929124712907657707543740063424599312043655233366685263225636714173
96,231,51984640186524089207751750516,39935827925903692482266693232003247800469294709101308192463437246114424738169,1845920641867828223164327468021867762900718811140792404242054687347224483652
97,232,128916508241107778244458381258,4977752941739083391463998252523878828202538896675166606534532112739561267466,97311890418123801673109689373729074192139875634344211805291075762603707253378
93,228,9498492045284924375477057642,46622571760092438566403423235797940396635941468580271095068760186719625185141,94518576334407407598081190627852798672126336822228637605108811767753659858750
94,229,16597718996749079512275676152,40040170637693173601685003619077004322976487675063941816209680936890712708213,100104103630654749880635913035763690715730453075936919860638268360034246753552
95,230,21095343665277872024984232196,18980496415779447087775185970030219280989737068714288438549483695631172597594,18455372151514593633023158725653141847544483656220743224753006185326196544504
96,231,40958253802380436334600523867,20416847010214007187620864096354178655708665792557918425794253006996397466691,54843418887550921614828295861964321448528068512454139640639750844332980958165
97,232,96231612778058790941893168403,61925572297785196546131682103723499331749895099505100966443288917883737813084,48221269115634562482416456767692873341843828538653386149003939540615801491959
93,228,9685028321781439803410098132,104357985212301788150913139788962034309959170115758291842945149074392544698350,37579103496025772785743422695582983665509944927304364565434883103932536726677
94,229,11015859631219039413056376188,108545131079548960374976950974461125752686679707063289362901867901745936057624,44607725265502762430650162426071268140588962273172801789651610626056113719622
95,230,21867027912927408811854908286,2261003446058973951554932264440171102804303944481791002684408926449066552764,43691238733823934995105690837014148472169663422514228413140170656461334610311
96,231,54793535911291796893307183636,111258896701354227967923606941817800811809979064419295785171999176258174452934,44644219591015552688230033846037463208131797904804434969692700135118015989455
97,232,114663659062797477701370366044,109180533173625041754549696294169542611334735584516266960349589949513860034159,106088915340458245606802284837562138154351684580294036393521456594945017044288
93,228,7511740959872099987504287454,82130816957943810216750419252210666806108692543374391666190021245292649291094,39057592703837384791817627100596192837546165656506688030200900489436878842906
94,229,16072422303003380493851825948,11177692928112852296289203034048709624002105025431197673203061289816802565414,47945484490087623083678246185488301474899147581550521357517247825632114792805
95,230,30604534197609621972670625348,52625891231990437111940110821301578607389239841967515535261466741542469292159,78631724418641468405487114250811354643424094388027177177892064865597986987221
96,231,52014195594686584190423388240,111161070469639702107214599376616095902780081751449325130495156825696752254795,79806511493625827115798731811419095911684631549540116359720783420320297867278
97,232,156028067357990806661533356911,10385134036750251023574886656954394331187208823984893344245037663979181469864,31487377488681593417583615410822905724074360066803072795225550560173187703695
93,228,8574418810566657254609807550,9711461988420859932600435788260254646088113407017341918558449790652611765355,91300688804065587534648717118969140312558159725603148786491483768011112116331
94,229,14744519312158943830310524999,112745645040191918682420580313394194495034482679618241831627580438071227167234,104162896312926845726557115210373284751902182230316990099072660538954770901017
95,230,33521572796326210601400389382,40334145646485218425341228075969426046335820812384279789974024782142892637365,35733092885084523889474235861896895759061623940096881934710967415840981757985
96,231,41606782509720696531967138532,113021062835711615072488349227369506170408069569187297992540471765219425446327,108606156915450291537465060654306058297142674762982501479854492570542408341282
97,232,106270048744060997219842422823,95002733549673444226172068738389861225229534227476553484438267165272911687380,7256113755083250854192891876151680560678019896230899646377385335260288784318
93,228,8232899775609756224830329522,63217177780661878323710701271713782615379771107115620269757888730759805391964,9226477496395082821127885733443266770758698265211574267727250932634462873481
94,229,11657585074693814799336846148,86663039001833819849336049285441096609331671927498811483657886504670161598398,14649710263036730083798957041942369734680232886993918819616048691825240902556
95,230,20258168564528581555073564922,33910276765727637540468921613239611107548468851562736663949456918713159091074,65047904482557505277579659112329615056074453516869617341883169566623021453178
96,231,45091129131605052540706370504,497152152677993739906236548659575809124096453002583996807377304049330557043,70381198553219721351661832003493084781368060716638928845589042831735248077830
97,232,98042398647244531694843879631,52936214839667581106492099157328809873874090545755095873251740509144894779605,109335030440386300115957853609053300859855660920934413496436097975216304944572
93,228,9414152842638779350059106004,71524008413558163680775164106780518854547571062085267589853829425526989684244,57360137020813410871845287071229012493746033751724034497575277516663864816343
94,229,19164669006122382727378131432,16362365171629902039138678009656201784558241386728614106311644598247862947487,46412095652281566981903447922120477647898872438876245211774948357118942568451
95,230,21285167002112223470954569281,96849401690579409641097375968969664379379115309373929647710398714929302210682,110279117263902443169577596833870070929025767147534789810786031378565201473102
96,231,46364392795472606056156080339,88120645187224855736100414133565623982222557414024746336411001919184523506514,87265620863043502851849987940830280412953169260842880389753955525030005278424
97,232,118369272791726150499097380651,10889653082612352796109582101232141242272932082383932467814094848731479269294,96394862025807373215081490381862214574740645628116470819576767410340456452609
93,228,5707520128320425526527681137,110260087432693084513610721555938694446427182292489908499985037819928712608113,32483454390622251122003764948953093674589409391112209700415137320435763612556
94,229,18630065861548346528596853633,107369045303613684387853572734151292162421591744081991621109008993469826087178,70838757495321592545127309908568307033731669384798408807851102674168862240023
95,230,29798808696669365070309213756,68644214988018005270298165763238306198781521192048227039998084304256670089467,52881915769099556270937796187291878609251494258412178716561861812590164300544
96,231,72332251278585948389532387369,100090371057454054895162316487926758312721955464718130396733477636646086302231,29425448411536041983318616148305285364509990233884921416216411857753642174028
97,232,124877627179062615230809453076,59236189823453531562478594111622842895895877315273926060692251756545711606918,36084361772097718592044144895792698287569044216179943274925254349936746887893
93,228,8677333206469253346713384127,36808111745058233695038083317004347297429011707250712811519506595406113782369,100107642237285274988652375476112576071785379817763701684663264700628347094377
94,229,13226626019150776934172940924,62823829075533344184534138983837887280857234275443193745480351192708381245292,53289307525182232694986986982454686588780128151280331425242823898343779009508
95,230,33781731766719221830143752824,57600541874481362870632659895747254427672378640142678308547903235025649658197,30332564733877785030623831364174512471771000248744956893387742639176417976512
96,231,55290060976089838455591166219,35909528902127411533659305526555955305881173118978101547611430035232979469704,47671869293735296134916419033556415122354838110246902757175017320134723733055
97,232,153846265253124603645667438724,6183484073853743376230516914746014992505580353569383222726750365891370869060,69866764717357580421714894781705166137971687364845052016358110464378956732402
93,228,9804998448765108632265021037,108720277332108830750572579297207125947380028644343080330756764292788371664135,18437648837264361875179728371661236395584136921494568460199642397616608914178
94,229,10102895991886677892469173984,32398062929280002595633825665791807067975615749780666881357229617990109478704,14484763768984858117485102029407095722653258712563223271471564358727279048091
95,230,28213550097889080116749228585,27706583826477493009614868476344581974914675869353105025422092769479146684179,76963364647744546288658967038406648612659849623817226146386686789334182327455
96,231,70503804880982711929483641083,56458054843526242955909319347266859959854871497309380982898617473935245979376,5895952031717360296906764649158650555310015365196619267159783603631054177055
97,232,139862861078935565733274935361,100313611001473946466102890533035434296214375063460641326983138378434665276839,51768848315767401659037336600578257778574982143429923397214098481939055999469
93,228,7445328298872141459082034914,16540354462880675388492326743391233015267925110249342997615326798575717323148,8144705201248929762185091886895562666035416150471684072080519920889879045742
94,229,13558024476796853415591631804,87206900516097166767802267559509966209326755637787801497322094198030449347050,89542396438074025458128288520938599316752263248976303786948417798948116603974
95,230,20360657086770340983682508000,63960013309375304518548280899342763261616037904232202765419971933505324421665,5351418757793593918989326541037765408403107869007720479078782074539211718484
96,231,53956639102108640915041873723,30846198077737495787928828272567887063392614033644813825623269361199061660557,9596835327270288811448365410382435881992137469081008800807496550307286762849
97,232,89190144864186335395436066093,100520277971795285566125361522609951905589831786460421680288090164144356632713,52592610843660910976402370297989200405755483310776362913786182232145380413536
93,228,5483216760620611888876875758,106400685153375210661996350264391896473317457338325997513881449276372388752985,8488474326359133384531996957818033834118451830170746821307491937619883623796
94,229,17509609064924643949380908422,42972563366743393052912990595801468624518152207044207930891558876435814284611,74878519706837198521243718409922292599911630615597270623085578005678480471597
95,230,24558124072174123477903851762,94556228403535840935734640457997543788034527166292032618662266579662565876121,46006997289550389377093813320561579481317323292689288634585149314254064294899
96,231,55873979083367161977968312753,66785637277964729240750471108658289548087237741800614336359830179731561889614,13314333826821768628600245106411821040968859699331663572319707713171836062712
97,232,106231531709795846960497466714,7274143154545085579215119457085266883304714738025716337925603745982655205303,70072251299681682235308101213434059416309138765198121065664741121397132739365
93,228,8309502332531903989621224827,38383814883789935277425881794231184272142922004738407561622562324326561600086,88978501645085609866020613994868848545407230093775521170736469411410964181089
94,229,11137640143842427300745941196,112134119586746651986964202315775203471126680444041931779368174754545467210444,3438004302359360937009994055913549558436205244570567662047375108808160457513
95,230,36790977389883694296884829423,10388082166816617198799630076545486989604364362141992462189263931542377088466,58004154657395533618441930890158421731455581862366743107699748038426956470957
96,231,52357634023751247553551594382,49559335265958729167319768539369524149025479461494760184360075006297680465504,94432878426739546555608681267563952098778043431792911839415128935456121520527
97,232,137352242186201160469967704727,74883036693550982348269119581743937139823228961372058471040435769385837282322,19985602805291641534573025489790258026730989682630143356275089363340225462596
93,228,8829349996239757010087586337,81686538520311251495408727129574422022461862001005395183136556661936569314430,92889675383208496879886517040825513696636574983576575857547144475638977119682
94,229,10331321326200845543867688619,84524574115158078634292832308266768272748337970268689126575673029929183497335,55991539155551808046136489754156696898503586468131191506054529007663795396552
95,230,29218881484028890692316510190,37878911964182604344173480209621533684993791831848694190146910861368049517742,106224855449125669461758122625780647565120493218542209084815842870940244027580
96,231,46762699479286845113150153072,73968281190856025796121160953408026882368255206131242377052315817289833286406,27462447615188026873652552500976059688026469173564050822753226838231655488726
97,232,82891252393821103808485294262,25432097594810489452473699532739235091992406422118566109987471582705309559989,101461494346363414730911706696998452074233940169189800335846857649591802407636
93,228,4962075203641879657946949021,108630258217832957462639336332797259006900116092020054681347516376732850330323,17421386012336588024481304209549857933519098742080819124961362979095810014079
94,229,16106486957951885844116878827,64146687106570941071890953745985050931200175980328387123628414154521521213166,71989659658483671331709115638974086375085878180033024428548869713931270936241
95,230,29679183309560249146799229156,31349739439112500582423692354808083204818038582197391357863787843433778818812,7156105085755495525018556967639279523429730352272089100031878174013467161975
96,231,65467390655086510522570510869,76159097352898300476787999369406542526301519781169318739246794311683375762085,28965035461652477815388055162651405840954631050094154167719691680351847632539
97,232,93738014627920779227175774609,1764515487707839619530251246723684334091485584573793904313634314658360818079,94719426493945147426908800800878822765886799485704949129041456683062331380762
93,228,8406782602620297571690025812,52944474025704427081677823355405442562039596824896777093631471106837505813523,94493929158089924492023632020568563200984169297692765116129008524851666364236
94,229,11017200001714443942609245793,31625785766344966833560813251686966883717287680225712366880578726659108601119,54676544377848595844636768760156083137107656530153503327067141851055480099622
95,230,29574079795640015084134030241,35142032353971844175940827091112000117027286151978770139695048205231242184125,88995276208661764734579370756702136163439808396303400845919009928910373305730
96,231,60784928167106066493557126996,52232987014187426181066348865813874733470081875094318124581541279680138935593,67024080865619158389293896539062199551337034146323825173201156711721096626797
97,232,150741536834831488758425742403,21714790262829736795002156981063079327462018946091915300776162047747113288878,97753761738054939762748159060175682980375116296150304879922211772649859715134
93,228,7712234642805796078279282248,109003884933579377525675793273998964516731411053028853929133494096119036270179,47859397946775029939461682197888881397239219987271428545013968620386694338193
94,229,14456412417587428559504130562,7165568253910014332678199785029595889217161748714065425150755652142526497087,105462715594703644527492264929148670897941212253789379469335117984391668111658
95,230,24660980346208894613699707930,46485179841024923284000540803410861868666678320559295277177985307187610445963,52890568645312147259779240627504980497587956378376749344858681660717781853827
96,231,68123669178019728234338879885,68223901474338178858729964723025757454686352299037925452307458788751238883082,62091719959255568664137479935807400912029073779136509807272140752642986756011
97,232,96932928445425597456921391520,1035091746394511415501724485512857411630012830485210772198381972397709872349,36463943763066153885030090197981551370523079545219319188156115297990753480308
93,228,8658096718257609473244285538,36482456791973071328361867648002035115840399123695514392551938082077012196962,98804065211165931876019218117918444548045268327528211919701607427878062101926
94,229,13654096014562325885227898284,113925437284777132139581129885242911234049818690483966893130251573980705457419,99060676171685275095885091507908603830235673782703537019427239458947712758002
95,230,21970572723516436890964318075,107465052402211976809190804940334764385409702250357799149343040408366620656190,11239914310022195407624803318859588019030068439938477190734063238762844690430
96,231,72368990533290627450784760205,67888603141363074195421717190664158464483380836202277100224080296100853004576,86562387844381850825626608880216578575986310200918120962393348584477511569413
97,232,99881942875822715683076797755,80262240986571875344930810638679964452964595341377611203173035349601602986017,96242642074838150026824456023331520168010892506779266043581922216705298871039
93,228,7116192833056547723586718336,77231802703974109405325452231979644821933889206072134817263153507314175973233,80562240314498557057418071267027896725981060462550716624780367504742899756549
94,229,12216623167857424235620819736,39229344522488578248276463315538632686156549541715666807149860545292787937693,71482916377576581938937614613452873092845318633986667736672963866035939795182
95,230,37402714622479795894816854107,40880795008932207152084912379130300308161145632352610566252697876730547479947,91051681641055674639984442447715380222407861757155074383529193831689155239627
96,231,48490439066152698836151122530,30963369217116781236211855895510709334284175892801321674138667059150000850497,57750619372197864921050501519926667331224671645823493401035181134564825293063
97,232,95081880672614722307965790254,1596809027655228061616563017471778801486273195195534224297948013609604562190,92291547334913975731331428766749121918164378897158926696024706760395168113094
93,228,6212593094284889828051742955,9101754103322491257395896426742163780649446323774760135762782497823611233609,40196434065696031995828444577942323442747396912854896997387860993318936966846
94,229,14199924320495406881135302325,47627751534374848528921851839864237607340190704617652369717080433409981074216,57555474449209170305171196017798239412608995088912255404175539120545419638939
95,230,29588148250456951722374679583,3171533892142576597987392379223363136857671222937799293985411723026948974223,72303794706240471693064485301996010122986728840764577081304558014181289725862
96,231,64758486373365048806190215157,59589006593843460787564462596613231027142722283306943005866368947349076573409,64357602869893981054028628260885396188545259262945967444950191150594946432685
97,232,155723489711937430783200909291,74571452295270566017551293775504367263095804160723291603692631962948689469787,81153589213013675191489101421404929239460791669562183005206770481055799560765
93,228,5203373813410133656640488220,95391192054771136781801382034125215022562211639447851747949702928882898578281,37150524833513952566111642119861504187270840389525748752465466327984059362199
94,229,11434618596143570719206170427,66809340372308880470036944764521574289794460657669677587516974738740476282535,49230459795377882354998062227742698370983891653477174405511379002818273094190
95,230,20177360141733024357167126752,40551484657200170495578694385684144730881073981117292103604467224996610858143,71050636556546426586973052318053879119184664709670509184823620569739773328751
96,231,72065986558175818823704127420,42247179204865008366075873606992391969855519873468301128367102959022212195422,80069646999857699454233026189394576826276901798010692417929589107851689618107
97,232,87829361219329662007885031498,104077423124405539455962746280826099953246910817070705093593397101978372362834,40187090563080763068422753442405286949391134454668992835662886677879736117011
93,228,7407781822900884153311348175,37222882190460120782769198713647404187137833755147846305832553046915668864032,38107616441420899373900854803319190292874811076103705715446053333918558325493
94,229,19645956845878203203253387800,77824322426465927152048054133663751707715180636299424012628763467551440882738,46973242824458780454722137411665083187791203504831666915371427912644433839671
95,230,28486310417469057479759355261,72873271355125268548778010924393502414831327932207582540799365288474082642969,55416965751224381450589604120942475639510134243644617219088823920048809720247
96,231,73426545611484327576142242638,8513602338203831100220801827953108847716685005158099091510620689440397672406,19116552624940347005622105975748048549953520488294233322105844549418286314008
97,232,97143410874750783033112438143,40513958021715257302545971114269389085329125473850503837776871290025826954603,2567976623627910973421187002736049848156691025291252508346841641421843687040
93,228,7335470629325594145686421834,27157970268902341120010037595748454905247437400523614934479594014452016209226,97912253000923794775810091742313609287324778828875463395038861228080158674440
94,229,14441235556125237441751322145,62553997424188507008089403266204601856480934049592709470749190881153997342531,30453515550752841543911308476559738950511182897947598566316556907164492715547
95,230,28054748997218376397411156266,76608032780667014382731575907427474085164569418367332116936471956783540379239,64066580741602082134637240359656775532628273862305952784043203392381577836404
96,231,68531490990089762757412691642,44949058205635815599555853907431035944787672905641372014161643294271898102344,77707474589889880471744951354894803228004769846502952069970494769500494624107
97,232,108032882194166168158183222224,58355633335746750734012554645926065619881464350569917701008962572909445366653,85519216164740436064675997403291243853251223489580226402893251978694975312411
93,228,7325019862252655630614181535,19432044009768925906248518397924131649465027881599395860564982395644239497692,85936492912156282947824473153901484839598093311276980352187958594058725068411
94,229,18100843164098500912343338659,15635864532901406916431083004877277911733163413830974073200098800768641225430,32954935713592150658179658993996084895303450439490325140060061993720069564856
95,230,22212952229169213294122433203,14991369432123167888549735639315523979036075508238461812723277893182764210318,26930378105278788547119001983137827120291760127645647745664715808665475483590
96,231,47282707501608996496356658390,81466265419520264972600655170485365332629921848146001111331826109991270959429,25611347156113970362984657811916343974681829338288018342877526266591483872413
97,232,157574021569500915068697422780,31744297785402216594915560427475758295417127430524496826503372023993442192117,39713318228076852869771744722350834995354189437788603029379159429156278098976
93,228,8326479705902424815573256565,50679406524458552887342648963693237184663199319841664148857673136209664873014,67517200379266936655579150311346500114837970130399276561221162616469039205715
94,229,17071495990065052294707909717,108053133578597894114781096291105628745732333071594579924437707737664211190182,30920760434866232687614345131596909059255508570576020474520844950393527950218
95,230,32721486858343252509001307209,15259609803344825757359091434586463324847144833831191417878572368720631536990,113671086223675986361610135044915967009523708321479629870096472159056562987961
96,231,53792856234477093798089525392,75766661017110970944609475154719654652660082742155160084524547389680324294315,28790545773531115064288394665881819231396623420604581893011599342338610099486
97,232,111072665008957849571909962997,101600219273886228191291912169776390752609829075135502012665481041497658923533,9941946709785327740451028428845643072181196765381231832878954211235064072842
93,228,9606718734176146706799961364,100924972427160447545327062253566654170397343101374180281463795073504394093864,68620749199011178257103301231813196044379994911100649702632816110402463924808
94,229,11867175488005269760982362336,110620330915615724244796610122634992377512064871398868062745858175155027473491,19436017455001046575028984350328480772023648433679215887492440092415814531115
95,230,39427184087830592037884815559,35810769708722635370320391298671243081888613696465061858472128828145783698417,24272320919366154290591294369481441036205746100720585472399717513517086626424
