bit_length, total_bits, random_multiplier, rhs_projection_ell
19,231,515177,77020258734068700369429319495304764930606822048353592811332185389823916593822
19,231,266452,3790010194907333535241382627389849586940158140084644832330914380270084095917
19,231,323341,77990329499258728720100745483655433880544349080873315189778927642587193290284
19,231,372147,62377119867797679678974886440702821964941990275213914640605972201959664440977
19,231,415871,101440240019611878703897331851902623927536770261821408230579533530822529862959
19,231,314208,25891390771792288336304942046149458784047837867999364323723028344226223227194
19,231,368110,3158872837957796809015955567800930073890342215642449750122686792409511487524
19,231,440050,6529035895594132153481506016626383988445209408831006116799372544953402788857
19,231,392464,24151114067491636153468831215812352002589462552658316426329385220684198155836
19,231,476415,6560555585863415399975763477215126431577784114427685350938295597658390513425
19,231,377822,44737010633195461547667152195351879476940859570187420191837980614298587900240
19,231,460138,80352068728319611247480484892278632010236391489778424187692848332760225987236
19,231,369013,100861288772637173793234905296025080666521948083892864546576693662456411263084
19,231,294643,57609956986066791838627311931171192988680137680206533159577767661535642709149
19,231,444658,26806730472464547288435472490549768615415225836546093024042348839373442865486
19,231,343052,29928239464647390348629361611900923798915921579988650015194060756652324933869
19,231,286478,28472114227300392179804538560609914955386335414859070267223874848241325287769
19,231,287348,89543686068421750969843479112068531892833073602319492663563443772583996140872
19,231,344675,1384489983638842687694255355756745523215501325621986593278201550652994487186
19,231,443474,28948460918348101196508173432290609146234701887522295815576802339455358679094
19,231,336552,33473565684031205650588194199321299949567928741106550712469251739592589842042
19,231,518886,1631130420991213796618984675730610388324860570751104484102027859223547361438
19,231,463256,23430842428690898376841639253501913150276050491222571153388939006365455119684
19,231,447149,81063711560910417680336618843257173050505883068672064325296702132499125956339
19,231,291931,77455937148393289396282082851299103741616708255904548507752722039592580551592
19,231,277480,77783876003621112047440555782027507396837748280765365277963492108952097656834
19,231,422382,113768124204111630037278040758070314331962959939374779370849846989180857327985
19,231,303815,11085803461644781101477248069954484555138150657737005229263966925845546708915
19,231,465597,48112201425380552347855016299382996174946071941398213249757358160584769017305
19,231,471693,107777804577386631346106522266725186601282857268243358190755646228005612665677
19,231,519155,106796225699830911458563207756191498656084916740973333952966995661143849205464
19,231,271313,63876361606794761437223520621557054120579902859963609925236076034258349522270
19,231,459523,114043444931089988995391578830824739385704388401811380193276088665780336289081
19,231,305734,27277475328430746905688097848247936784634200621661605168494220177737883319110
19,231,313527,72645131106345370035739483022405146637043671238720321394154958579055955103076
19,231,383668,103895770578385172412672313389238753610292466562539058116197421528133223067445
19,231,317576,94389128536970933913138005698348642825599746985089390874067719078983823170349
19,231,356600,101444937768963741631965142040241015433844128038542000817133914862932739962993
19,231,476643,67983799108532396655338784926062341373228873718298120369834136018450223040234
19,231,440527,41861016529233061939453651580842172086488837856267478345136590176258316475141
19,231,303989,33542833802978519330338112298228944546532886736696697540091073772719923304981
19,231,320928,106578917979409076980105390049621205436797033734650717173599865167960288826684
19,231,399471,42749093829541372612345782303938550383877911602502193496202605058835046306157
19,231,458815,61748060611675364386174856320282345703422961164270627169334444708181347204652
19,231,324987,46122596364804765612392566285452169679906812336639546160035921376150536401437
19,231,415638,8091043963612243291407680069249202781026323967043549980278083370455493307363
19,231,467687,101866293749066748213201514633593499882919895518774652512969269781290983574270
19,231,440059,68026454542917515883617384984107031585742400427692415808424965656652706416460
19,231,521050,35620495565483570251296229766892027308523271841481460130931455421631545246493
19,231,333200,68656621326697610061072746042779692137334594656511007818588885802712244528747
19,231,411463,2478274330554331944270991830173197899777844051451623790468703024305031654293
19,231,503641,106210952722800949266029474406912809176173299300825293716518645915862279457895
19,231,411113,94647415984940931166048772329289640545464747466725006784615867083062264074508
19,231,404109,47225759098587733310232115007827570087677691003295470447258984039664928423813
19,231,508101,112769040346346707247773293197272559114112503883673229532244360024284723078870
19,231,422510,49822606010437653324773601401484557312122420153848174338792361402843522858171
19,231,302485,8423763583077964820404355990399425014160507036138822927935056701739574472808
19,231,443466,37325379154227192353617394852365705281295925212483806929342617953479056564966
19,231,388811,102218317663612570937446729941166346096612693817005136117931231601716647555557
19,231,451692,108304138564113349034705430428303778339090722438136904677513238664321005881834
19,231,270910,18564764747957675856553195216530572783972888939235936121966420866297278795683
19,231,518898,51376326149029370505840489848392768107774659188825722286712888957898958210764
19,231,322968,24126137920484028747742775039295976679165004451189858708293734510758088159297
19,231,367412,82730296318354099060788695738934991636316119237866545686261862797871372630848
19,231,377138,115260468049674375319091255692682204313878333141431189101422001174368800119110
19,231,274630,114254312900747292947864575347621167294058183196497825275873628870350731142782
19,231,496746,96649271045669670082850423320456570785537618917252562718190148933439981421371
19,231,503241,85653550056399861263445162637333728487731444599788297825174372038362642073781
19,231,463656,15866323838992419172239627845983531574120938490892555274711556028040017700601
19,231,479400,55255831647698906248225174996441722671240580182234955403685683248326290534512
19,231,481341,33247402739600871514592864911376302294072134244120588000724458031694637225864
19,231,355494,51698381356770004379377121134194652959878293856886604824526993406604604160471
19,231,288344,50872251356359928156306343341351414528259760967281509222316330305349291584138
19,231,290600,111766123259296752359688071994039988308241977250279847057433152625230352839526
19,231,515239,105851153900767731523568382889200663453808085460078115196964852725143413061831
19,231,456300,75065671586288060373960073402833851081170823253343924070684330617171758098908
19,231,472449,106188119718740180788744798586395424042071275095045614893482070414081432669985
19,231,500910,56341296385271841679962722289759100856414015198656025028512535301390668295113
19,231,447135,1237936283755916886858915287988536423304107442291591861236869078400352000404
19,231,496337,59665644091173535317092994659928997265073474811957344254308281090190396235013
19,231,371519,107119055244140692663402110826068893099747594420196115197419048169534055210109
19,231,323613,12398865252150655085607060045859641719141128510394179433101546433588241006740
19,231,504894,1150674977308483463052075892660709660485079268507670891697376270843659654406
19,231,419490,114312486826020190687454646088770146650283604951645800679588094680034590190762
19,231,358172,68871578495689371575358158428455087097408207356265790967834948841779701006055
19,231,311180,78132268915743973461706557094230453505447733327808707508111813389992428571710
19,231,506167,10211856169158904254102374944110556237359028591058016098304788408602175503723
19,231,325167,11136617788629324416002973360828035406101631822174118884514776568004841686592
19,231,285497,75647072075197335996532165963299413220896604126022038709136256393974789814689
19,231,437951,65493756849150598319523002079487974082348312703741995910811957766534274750349
19,231,323731,4722987612215696404997094346734138829715137747277480330763323655688921591083
19,231,421116,99381237350188505665781754424490008450523514058078404566594546406559961216440
19,231,321401,92415298102294269118192585961149016050219356476018663079986207596892737643726
19,231,490455,68644962874042050552840926949782831108971480360783653334648805606385366254438
19,231,375805,17645160256732167628490604658625954611936411763314229960749292082169212603180
19,231,334019,102250070482488851952492588834039414714710082327766628058507625757882145196881
19,231,454912,94668113607568489503297130407650827111864798055630748443106678093936732021117
19,231,519151,22251694598173016200201008034387633550452043300657765371234251963891057944959
19,231,287726,67710669790098892004612471014158395166283877961287144301924677056509083532281
19,231,481826,102669473590006391547211560860528738726978041434376956137059491874811366082559
19,231,369055,61268249981833240436734201642954564402075839270532976808714726390459629672386
19,231,303486,67316248370654900297594414033794108551541394161874948649489210531312715871230
19,231,511902,90032729175757971414089288635678516389774792258806021681658731686986766395182
19,231,359635,50729881792222259366909518358604850302142512217214575955175290554042626491550
19,231,371137,84079084374881905390837576553419031469015209413501680541657459894870041206981
19,231,505002,59943479957696423075641604686642270290980230983073806410773800983709073738231
19,231,311186,32831272347816320605551599381241869176610625158936192395147107167351515772050
19,231,288791,13073168295018366904639378683399556784743585550366477408871326660356656136879
19,231,316130,100608850604919728538566480097086072683755828568111399004758410257107233529081
19,231,457285,87850584206355676182946078542289689509342767886423738220011771019507005233455
19,231,435169,25758271194578984194383641749392073400346525579273290187489167111256481439834
19,231,399367,53199923174910722981953636667185886428321204589073480420223250713979414589063
19,231,459109,14178917461129761125089685345255273044233887287650480720353883255193897671533
19,231,446475,77675444093832481576861904796977314071977347942924612940305977446849945653973
19,231,300177,11963410217565892712277109686535763387817764310197665766105153170437073271904
19,231,418485,91777941883923930609657556020865465792101038613903218629402237989712798291870
19,231,460840,80943391459011886220888058461898238063767287832749480441171813452253615921085
19,231,316536,94990842142794661971523638040121462823671092840723934916230197385239467103877
19,231,382733,25869741471498200922418207417971091967271945004274332366471859472940458173451
19,231,280789,80916173645584475938345170878133562234549431318100152515306633688154711051243
19,231,409204,105230535121818535287446888027742716658258982761865988289249350259702781416394
19,231,465737,41704152762903787984669957818548873225824167845273621372164441149095862877565
19,231,279142,36693490838849928054701224557118160295395324829676782566536727549205373416018
19,231,501086,42685368642745865873051922310920897434466444479784492615978267719290256900651
19,231,399651,71265267719613699910721387234026128125937245234781167002129297921646485818114
19,231,419608,50219288258846079118778670737107778785415845392977553044922578305171660629451
19,231,387202,103587459372342769990426167995616962502377077400014241706963578139212184566331
19,231,306095,16319929404585003521117930980524433309196847728183504134288806485769416593805
19,231,476688,9308826067705185268036220796005789359681041553009666258894398687984950792596
19,231,288972,77317575058893545015505518093933308808948205895988437678967191181606214096539
19,231,482302,13740670032287325467381809145308852077044904396172637425604654802987464718506
19,231,303739,77569768102491295015046799061850741927391812124047244871008846235723675643205
19,231,393304,88263943794620305837309708562132885326432321672213051198754532802755712940032
19,231,389255,68861754312635950607501300867803237000829281071163046175369112744223241073054
19,231,298192,41568438156551335877316677398796020595146703397914501241862543670039881369408
19,231,434357,62539298498660869480195508167568233845180438737671179743421808018742652134871
19,231,361954,68051923179604474512993437354825822474613204620253107389769166458667011811015
19,231,367849,99070632793982544118933252547288485598321776183115730855412168340220911907166
19,231,346278,6719460155255440407443351976028100172023502914960226777406943052386983839235
19,231,341662,27826450114682250022332776026034635229146904548129653754199026559806600605197
19,231,370446,60363030281050597935275679193414619454095796307326601825534100140896756930873
19,231,337941,97997704817294803609671842864031935662423215703648128829795696488577250297601
19,231,481954,10511909202784252797750471887867562040993171976930397558705260011242595968828
19,231,418658,99311606891457431805349757200131700527393885031299140094292577214852191264982
19,231,406563,31822925674662302823752465010790541378802938352025006377440467494914915794499
19,231,517605,30964115863585003889712415449244408925579665341441994878185872169364757203514
19,231,320116,45527164511208150685266822883664251931247863446474853387722567639125127356849
19,231,461174,42755379250675108123920513306409002061888009764585116367884014414101863605673
19,231,427329,7152772951986727801710194468060915638961077912274499353922834046543333617162
19,231,476675,88541759642403633373015710708766008186452378868911919218558806572438932821478
19,231,303020,7276437149710351945724379450776098751377499047697074422869210781882557144880
19,231,428584,105026894760032050491855411696998098575761842920397726474815779834335892824001
19,231,456077,72979566084888769138108358099341214662853375835994410057737878604225543035549
19,231,325582,77662290623882657458217949088850391143363210967199864053080161251467616124867
19,231,393943,101511478450346508801463426862024665542940278442830355837733856608266255911645
19,231,268564,44261271343635812352190418854889667052279704430015319126382713859124787582063
19,231,341481,69921540942986086325902653548997038723309157407783724851600925696428198043420
19,231,322503,56745921294557141476549313346159905258247462393814603047406664357237902121961
19,231,384884,1008900601882968233362408819338983987276986786835378405089732147521377395354
19,231,279145,83199859500923979452480320641754356957066663890906568741003553729610178988558
19,231,285404,25008007041787748077389195771162500966893596379672229699674443374075754885109
19,231,518528,34595898396049402700550397699687915953516597649610874028296967211294487258408
19,231,503527,41946892540254265595443226935625202575738284403030997537896994428126210519504
19,231,402275,16740249488206792134224321971942475364472752716209988205117891396183363743954
19,231,348148,17236559383607472904228659417773115686416743491667709921199258749163567602587
19,231,360318,6167614630625456594029246312509803797515976318477879227658197046170725325256
19,231,370029,60904235258056284713248037070047415267288120898590769471970346989475093136798
19,231,284386,62359925268032463697427401647981982261235110861529934116223997102054027126844
19,231,495850,24403324518766976707723952221382878802301841781702451895851165213417414895852
19,231,339516,80528017534271681762181003531048625760386329982410493510770992665845665267520
19,231,408563,45673978387491234037038989252172185592387751546676044077569846704946064841636
19,231,333372,23615419066369249821522026864121933326933190470241772336600786528434482799487
19,231,300801,84188359640859168369390802175563459926773913731324204465069917173485266914163
19,231,461624,35027398796224655068142929097464589882271910840808972932255674374153558575085
19,231,338014,21328762503254863991495104899017916063869423244172204537901552459224341921891
19,231,398196,43917264009273581014852552095777036371509845440622008704608888497119948007850
19,231,419401,48139968795279266807198444167067636556487161563999179058314204494961519086639
19,231,327854,21435327740971369282612220625988225018158901819323497149626694392347540550409
19,231,377352,79885675513560965376308414058501136014062862774234294495579483541688718250128
19,231,454606,108334849686695104344436514188920021494935682803530160865569591945464221494427
19,231,306292,63301172021144167664599302944958398610632887237740646697412804708741696213542
19,231,264104,43744282957266187214064131903791725066158908453154048366570845026658545086381
19,231,444082,32096007519369173628389367255130973367807504343516208512358526832546471016677
19,231,294861,83323108148492374826578591607125081983820103744710675798256156641855044453146
19,231,325785,32454139672043209906297407750578689246144705012309010706656393596895305452937
19,231,282253,1361548615648817080632290723926956818739152701738985654711604711057132240996
19,231,415951,73336039745096706821358103686548195818426270737170242513244200475672259297397
19,231,451534,96809588051004505849003280926944261817750676732228752344201888426209628656658
19,231,333329,62263589826814102566127467779359087625642116176260624102052881540167769456100
19,231,461006,74856264745070164634822758884638454219697909967523133942167049961269688551439
19,231,414709,51995087095594543935872117328036717794869326568261527332254623668746235876225
19,231,363014,72404839639801460962131281000511830071332919128457756947977832073894740537638
19,231,371066,92130668924330187614577169288897519307847032609339848160499920445881628925608
19,231,375475,57949826202985098988605916011960206301980575952288842424816878373216014781877
19,231,445821,35919430783633420600495210158036852203100675016974400805468953324276305807160
19,231,397291,112195629217877324452538980556992057490350190490342206537223759112678115812399
19,231,419235,102416961219756909607201381166885610603578686694596519660783270894752006533936
19,231,505987,12105970178629659284713961406014961968052658743017695701974491900585372956168
19,231,483917,113876184132398658935975882131967565476725450179879741495861302830228180419849
19,231,366188,55585994548912603705531053123604968120056786736491090642617888554032271572177
19,231,287328,66018478844553915689339817598939009121138993338228212033111752043683425952537
19,231,522660,110231461805978887136417359882610846296998792716425672178243717376406846790087
19,231,508911,66694948360065152624488576685089175859358803766927561312243781611100275531659
19,231,509964,90674388717194036137053447001425522068154574376038188790945455697911189109436
19,231,295578,34906869947319235112303473583357855020193720835941416661390934005026687376542
19,231,434085,44173506451243729870922455133879315522638428936166732224979296155873978952954
19,231,414187,36332629451273588735696908089238413882174583451361257375306545916178943379837
19,231,357787,29885154104336800261259842511107382401298514859318605900487900974336797804849
19,231,265299,31401701942692523197629852140285927462311362469336347341485767324236627920305
19,231,410757,28328469536816490775130528983992608280972472581581770703630877017419529887969
19,231,304434,59321700695377591819778468495188095401820137222484466071112010890425668761711
19,231,270937,33964338046042838038346151839096682168680080618421015082043624249693556167994
19,231,481004,15429806316808424902752683122469086729140418214303097622688523755334663065781
19,231,387840,22941926862542267129788781624036425231526465260660487431015482806196956102575
19,231,307235,84934770801277630580430727296497308700601536176794367061477804347052381510106
19,231,289426,94861341698634894545563817886480148665144061087864453184066068494299961199869
19,231,428712,90472385642836021060720907042490984345586316921130367569451703033447230375662
19,231,428099,75794019785790696813377413736604968922884977545184461198821989540484050077051
19,231,282665,6790449669615532606471596862322254432702085781376485556281113945083199254626
19,231,497878,4117384012409577341788295512499839354087801078888199631606644828679755912930
19,231,501396,106898352608458766364843438757674345518768483557982211524403619053460216539799
19,231,515088,30440414259708681017950829434105270382751353952844695935157602017481307180816
19,231,362722,86610333676767649862848965091442375142091202763736414741509259330944285739126
19,231,472613,36564306159461681573526213145579207239057158458462606350788265283265974035399
19,231,417073,43456069671047649932218581678367198438813463491879712485829735626170295727896
19,231,478649,100908424298642643374765690981937934574268095470879543433297975585575917505023
19,231,479630,7619873333375393393381668217889136093910055497920384813506916361538808565112
19,231,296276,28666988562414036786696559638622701842765017592526808038913139181716361102712
19,231,477725,37507530830136779286412270800735232741626419152798633282568576037354731784517
19,231,392556,59633172428409276364526023619574832929445757772160356033787715724720475774711
19,231,334826,47933813735369520428444350928281596855853693412646895699301111779635528860000
19,231,500948,3367032453267637969549401360243237331961207139728970334839640097304712904137
19,231,335750,83384333567161785084902055304410979936952303736990234661427542912630397059791
19,231,479087,13528333833733091828706262126098497130747006471082937236935834393699128903
19,231,509193,61837365945164919560984496432028925160254413878080527380773591047343505996527
19,231,468040,94654370351526681841660720503724516931564033603240727441269238745044218588660
19,231,482158,41073301935978486869961588303888645562781259265669963440247326719091077955945
19,231,329028,34923230572599275918507833102939743601027658018482441687945755060336899346673
19,231,380733,19787038303688299299688862048094814670490014393822264659898246822267311775638
19,231,341907,72273788654915946101584471912536294086211872910508506647796119609664682622381
19,231,292320,31924632157959941832078989703395876059238915213241596159184968232905521441768
19,231,326112,3306885197901545173279321217885848342236932784929887233849904376203654844361
19,231,281255,88521789358454721665446015911181100484288598239168057875913213476042756837509
19,231,333915,17084017973326344414509147357647955094385915587174895863961776838761297125649
19,231,339054,38025434575326746461903130567467151959327580878211248951572377397624280975802
19,231,440282,63984656080886827514132106589125778315952005960012827209189183277500867329911
19,231,429069,17740577780686793814990753648838525461621245679363338396252470808836670982331
19,231,262855,57044060758164064501404684382919391054015394628775897252370947847690126914329
19,231,272726,5259076734007286453491682934167681356873447450683265691653190568669059672822
19,231,422281,19457967443496142455679324080539981099440144320864465193856193985854434415948
19,231,285636,77551264010917363091379190489539297326205284131424945568794281215869567272709
19,231,391243,26521674494608582600057161743591699867593917522807833319996658031626449271273
19,231,302731,11729391635539591432145247153548274522178205731993819682606071355829544350551
19,231,322319,99116554631990551185139830058196073639676731594711263419215117872220631417959
19,231,427394,62327944646672142388100277984576398501026869921745067660773834156505488642103
19,231,476454,38818591644222977250707541542719726963425101612368228728745698738150720936390
19,231,459687,47178518735010411275506409690832838797687143547487079433296949035693763703313
19,231,371237,17118628029718947915166399512384387324474257984903763830372286146298878155307
19,231,467795,69504158926827526576518138460984746802262694192856806100538709218884212941732
19,231,296377,111173163179768700954627247281031596227624652376722081417268014210749019320804
19,231,409388,1651644378003630838825782419559723409571424296673915093088422030185045232357
19,231,351282,32020766989341053594663784359814953775762552453149582117566571672844646465183
19,231,371492,78042689822327285875108445027885229704970401159193491738595667360930548020166
19,231,486021,17584660479482404738384196887009835865653220015625920113890722800137770109187
19,231,524077,28257181927297538035469686743906954482195267791420124820220567761071690253872
19,231,392729,11531492399206951079734859747841257258645056704816600816991217375998682140558
19,231,447428,92061145442759097635865649392404896790669743577897722332183245051570799544501
19,231,363270,64065019766037853739740717864627388559387205613862264534887153855469790377393
19,231,466948,87146998758966840226267011012351790061977718652115352887794915006438865124414
19,231,326493,2147229541816792495455469794219952831288001413429120393261949527388524329176
19,231,432280,112177201028159996178066051700107684969920268927942998641467950709957626028671
19,231,333641,95526587655581967568821473644513917710895410198350888449232820868584040298436
19,231,433766,111330757117710335982126249018607005768194612050924806497929715175766895903365
19,231,492624,99203830540070883308147793985557609025867297995518626989539922889997748304881
19,231,458859,19496421605418444385070230663461921177292130074560534836662659678755029784619
19,231,422106,89387521725323481917884873545390832439835066640736684258839748316789544226948
19,231,358431,1194261065335711977463848021694059756198990485195835392931649645141418252749
19,231,280308,73477489550210384924048589335401661182745281071491132290103423118692906279959
19,231,288359,110382816776313390449598277266159901888322396773050229930554551292358157919859
19,231,477305,111830742237524590650659857809264213047423050773300979338014455666099827545938
19,231,353776,31025668506190903670325717450964422554524983248850443872283750534529127892556
19,231,514705,7057596911534895919506537670449260395347214301006310206166462961705709988809
19,231,412839,107316722313690581323110366351331807612058634053800088831273783293537541812192
19,231,321894,19833510009811782019700054192931908294921423292968075665330965430375326142189
19,231,318239,680732130879136609955609749256819625932010101233668883368809839936825499804
19,231,267801,104486475423217451910376159246109405909245379152572071494955670613610075139440
19,231,440582,114924190824424757068605024365099902517489415616111893468062136712005608734922
19,231,383852,10194923789030140876358034819551220859049323066397568703491233403618778207856
19,231,282257,1505702777487887769406723487126345883477957035412399573166222259219640045187
19,231,282552,111442693900281604307728379200032404097265368536425523403897182315166554402322
19,231,385641,42754402692812590624091370927853862992782336117697162310238752923437995210102
19,231,513061,45776293862031087539469275542480144502049623355221745728074531198241444561178
19,231,366309,40173807224390382087210824940904879527343369859994737145025478283024246804184
19,231,464131,80158919930141025050775994434123034093157429463813786630086288681994229248593
19,231,507469,94452896897145916155789656713195129312092017397896992656742986572194082856926
19,231,405523,70254875938980579982735344497205730513886978198192068271868468043196612481663
19,231,365920,99659171116046225305175362835456298594305453039765472595045080092406051065261
19,231,368347,107962864355803316818746094286921611350730128238102110793127817760274112663369
19,231,390119,78394924689721759057164508587008039129680846264115308904738499005463825818165
19,231,345573,18104916970504144182091603878939140829058307395384971592021463923890127401514
19,231,397821,113048758263269614941267007239011375337884991346916651058875340510725765331941
19,231,351314,12083423899689947822612240536029944199339760566912998479553136145150444259323
19,231,399581,65610489130710736683448049221936222228924593187240080684698599410537494398289
19,231,499062,112398415865669154599695800753085276601115368802974094618247757548365859063390
19,231,402134,23178258787928047083748526341755953428301170834039272304303379048836100982060
19,231,283167,107184729601344157315193549123316977983941335824639408451883248021043436073411
19,231,501638,50650871602135644429932057528946764267916016166281226958134878427135641321943
19,231,274329,25832796350956521866775043011028993655324001317587048119866203436178113023205
19,231,506801,26525695487058483065697016319520668345442025257193724262365801769250065087613
19,231,337034,46109183789780103876795634325723507418597409888348112027227847061661146119700
19,231,333674,58044178505839167704628392928369122265220047486389583860146102289890730717028
19,231,482313,73793057954223986623848549331653632923185421833613915683641128652888384172129
19,231,353662,79581863336445811235475665144829635630858101393027366278027132000594957458544
19,231,371271,55409336631161854048569768028376537659535708957452000748555510100303124811219
19,231,435244,463882032884343302453040745922913338892863830130613897432335681544106817945
19,231,408872,101746805691361355899459552474678255538945042063548542623262665188261938559033
19,231,429982,13114548816849043211457220636953427300126425888816633721786025610445824508958
19,231,402083,26551436762856366796997762675167011240823041877003034879326476998690946064985
19,231,265672,57402725220902119921011377458128584897163576454172200536901078409626464760448
19,231,269813,6354922946284221847068384536313708428109995034297033379490370831353397398445
19,231,304999,27893828135859777453271643384468981410591525854454246492445423712879124473243
19,231,315039,48041275208804031642357040764602251054833842200062593568301369831515065220761
19,231,390603,105491731853483195416441110150937556104247781064256639515634486596017848189839
19,231,504982,36936456852696760321853518717592243484005137633872086293446917208782036885674
19,231,318113,109624198069866239274185694357731525957031707117173288619800951976157436496488
19,231,439479,15380419828499845990426390626366246222134167574597102075793004475867073424931
19,231,439474,64854721100030885865676750578852086516669950741703841733921174393804601387025
19,231,477858,88797070473613370149882499216437478083058231474243259602917344667086711829154
19,231,482142,66507408286895909115617930446941378434490311988554709734790596449672922651455
19,231,415977,82625041655354619925095516204490040403847970806978087149011946692994762263772
19,231,462362,53709580022837470308605342047441203672158712319593078285523974071931264825394
19,231,459870,71797556499068781300285048851358068992383296385287781531549974163669313079818
19,231,519837,106235708095470806926482196002087665681081398314635964440846317359361573250370
19,231,276234,91555893074659415157343978276657377096869133121461484478755343072907452398349
19,231,522366,98893959684081550437545333222846427970737232353247363685411999857661152544349
19,231,517036,87725410593856398209008307111918127850204336400778406441021952652873219353432
19,231,401272,51806015277864153729234633875459496584663570079385122263396606905035544944372
19,231,312741,48732415359682417581303036477426716297732544672817526822941641642749293040694
19,231,381345,50678616557996729526342247462962483014843561891889660677055466239520619045648
19,231,380505,62644666533894905909194566076127628144475612826910628172712643389006431783760
19,231,448612,34830035381745395564700849554371146668933539196624965559990861609535234134808
19,231,289830,53818962755787778312762586303889487706821357968518738030559365308704963201253
19,231,325704,27037977279775483016421897617060631919725500257254624360471101814926475058921
19,231,472012,96458620535084106125216869220447934213431457466476534211356126115522082238935
19,231,436490,2851343425564414325850802387807182145810322988362479381398102872231547659034
19,231,377857,74175673940021795530124792714559963988808566728262977508875267489740059289247
19,231,514679,54291371805633293846847537973381148277569621585522239312905428640562498742030
19,231,290727,49093411584686868883164852175696182798986142813969201348604421470686968712821
19,231,454471,80848619433277687184287344960324344307584546005456666283762932616588266826404
19,231,479897,82279203988156163946214255624395518304376248706307029556502483064596886405530
19,231,265043,86125087097582380758400621780957205320154645851479154783569779798175460329417
19,231,472622,24379868444563499439214217805920838134710418118567652252840748710279534577219
19,231,382219,1313505361052367778379450333143297692932964311510447669730471704224845909972
19,231,394509,91397142243373292032624561193707049977080244761015379954179503046007827043091
19,231,430361,31675275108383392837561476771690140060687778883279786866191246324790108814901
19,231,356497,36856434129778586899721006994443594467241362582074327439455501576482946132884
19,231,481275,112231075833710549194843691948731260074635866679739260646445399317373982056896
19,231,290975,104709855719978112650279367834850630574243295096008589700350281159473100708508
19,231,473762,110889400959351369569374988200135572008635720118824503729760349748718087526988
19,231,388870,4405330758829805818150022419277009864531295846831231896683440280282768772910
19,231,382432,106727281520463344162063416809981652576636540301031633027814543359698479709493
19,231,395833,52615276079196890883305898853907768555838890919339125929826994256287858088160
19,231,491844,21342225715582307846888802790107615011774212034284043714028833935832123055289
19,231,460586,81804972563041224408988474338231945874518723182493925362835216083608215445238
19,231,291624,74837369875448596415356248739833529858462014065444093304626761632455085406901
19,231,492579,5103100834017383356074525232641937757861269661745806649631738948395397763948
19,231,274445,57451280985135830634597141114887720449816362663368286203463764985977613718532
19,231,347044,73238508164011833798971526667902366167430539828643642418274800840940636496050
19,231,350980,8223825996752549864823845993268721788851148022112528440626266202744167417832
19,231,282149,51623457509391359487470111202415485000350393722697580913939844725990324228079
19,231,428809,12316267332857265569380194829283502362033218979631866319554494496725150332751
19,231,464144,71558446111026791398216491113514201887525780516798611758329088520212188277292
19,231,463890,59164353266298683126367882493307048868164168928394747075513894055784541122169
19,231,511568,22224017687001135019752806017356986280096331337269811216177773857854011636355
